cliente;prodotto;giorno;quantity
C000331;M000200;16/03/2023;9240,27
C001447;M000333;05/01/2023;1629,32
C001272;M000266;16/02/2023;9605,99
C000685;M000185;14/03/2024;9627,63
C001058;M000108;12/02/2023;7467,25
C001086;M000412;22/01/2024;3689,96
C001215;M000051;24/03/2024;7205,12
C001862;M000471;06/03/2023;140,86
C001925;M000044;08/02/2023;8229,37
C000810;M000367;05/03/2024;2668,95
C001574;M000145;06/03/2024;396,37
C001814;M000101;02/02/2023;9965,65
C001432;M000272;26/01/2024;1169,83
C000498;M000012;06/01/2023;1026,58
C001709;M000359;23/02/2023;2129,27
C001090;M000061;23/02/2024;3885,3
C001548;M000267;11/03/2023;7157,81
C000532;M000155;06/03/2023;3147,0
C001312;M000262;12/03/2023;8874,18
C001918;M000253;02/03/2024;3514,01
C001859;M000152;29/03/2023;6353,29
C000913;M000121;29/03/2023;7515,13
C000300;M000166;16/03/2024;306,07
C001232;M000336;28/01/2023;9316,73
C001315;M000148;04/02/2023;7950,32
C000391;M000239;28/02/2024;8060,72
C000714;M000190;14/01/2024;3485,37
C000962;M000084;27/01/2023;9020,58
C000242;M000102;12/02/2023;367,47
C000724;M000391;13/01/2024;5642,47
C000880;M000075;31/01/2023;5740,53
C001493;M000409;30/03/2023;2754,98
C000757;M000177;08/02/2024;6284,85
C001664;M000430;21/02/2024;345,66
C000060;M000215;03/02/2024;8869,64
C000901;M000288;09/01/2023;2034,36
C001930;M000026;10/03/2024;2378,18
C000340;M000199;03/03/2023;2573,63
C001674;M000130;23/01/2024;2442,34
C001525;M000235;30/01/2023;2342,1
C000585;M000091;17/01/2023;2474,48
C001247;M000174;23/03/2024;8905,73
C000255;M000370;04/02/2023;3478,32
C000816;M000339;28/03/2023;7668,37
C001601;M000296;16/03/2023;357,94
C001273;M000039;28/01/2024;4088,45
C001762;M000255;24/01/2024;9963,57
C001070;M000261;11/03/2024;5075,26
C000976;M000251;28/03/2024;487,52
C001068;M000147;16/02/2024;7685,05
C001698;M000037;18/02/2024;3381,83
C001780;M000457;03/01/2024;4117,79
C001998;M000186;17/03/2023;818,45
C001848;M000254;31/01/2024;2940,4
C000922;M000158;06/02/2023;904,78
C000304;M000274;04/01/2023;5120,0
C000006;M000201;12/01/2023;3596,43
C000810;M000096;20/02/2023;7501,96
C000887;M000195;11/01/2023;6435,85
C000822;M000339;02/01/2024;9860,29
C000638;M000497;15/02/2024;6477,0
C001721;M000168;08/03/2023;5341,03
C000478;M000092;28/01/2024;6068,84
C001700;M000196;08/02/2023;401,5
C001890;M000450;07/01/2024;7951,77
C001358;M000280;31/01/2024;8630,37
C000826;M000094;21/02/2024;1139,63
C000756;M000386;01/02/2023;2373,8
C000994;M000385;14/02/2023;1379,5
C000112;M000045;27/02/2023;7104,45
C001233;M000375;11/01/2023;8893,11
C001870;M000093;16/03/2024;6480,07
C000330;M000202;24/01/2024;5919,65
C000540;M000048;08/02/2023;2263,15
C001979;M000071;04/02/2024;2000,07
C001582;M000077;17/02/2023;3865,68
C001262;M000460;08/01/2024;1553,39
C001849;M000329;03/02/2023;9414,65
C000794;M000168;03/03/2023;1747,01
C001042;M000500;08/03/2024;8836,6
C001714;M000298;08/01/2023;9220,86
C001153;M000340;06/03/2023;1506,09
C001355;M000010;22/02/2024;5705,37
C000021;M000154;08/02/2024;7251,82
C000608;M000148;13/01/2024;2039,55
C000680;M000389;08/03/2024;9709,46
C000777;M000475;11/03/2024;4689,71
C001351;M000440;25/02/2023;6964,24
C000306;M000487;26/03/2023;345,19
C001097;M000020;21/01/2024;2345,88
C001420;M000131;05/01/2024;9830,16
C000942;M000107;23/01/2024;9604,67
C001792;M000395;22/01/2023;5255,62
C000432;M000125;03/03/2023;9294,86
C001605;M000414;03/01/2023;5794,14
C001846;M000500;17/02/2023;7899,32
C001472;M000395;02/02/2024;1938,47
C001766;M000178;28/02/2023;4535,81
C001985;M000378;08/03/2024;6790,72
C000753;M000331;24/01/2024;9491,63
C000574;M000168;26/01/2023;1893,35
C000637;M000334;27/03/2024;2539,66
C001053;M000335;17/03/2024;7312,0
C000248;M000044;04/02/2024;1800,06
C001116;M000221;14/02/2024;7873,52
C001261;M000325;22/03/2023;6705,92
C000467;M000322;24/02/2024;2342,13
C001923;M000134;08/02/2024;8618,56
C001641;M000244;24/01/2023;7680,8
C001488;M000136;20/01/2023;2375,75
C000748;M000189;09/03/2024;1483,84
C001957;M000109;20/03/2024;1427,58
C000072;M000110;04/01/2023;8709,7
C000927;M000484;06/02/2024;8777,61
C001110;M000353;20/01/2024;218,17
C000244;M000402;15/01/2024;850,46
C001316;M000067;20/01/2024;8913,16
C000609;M000363;18/02/2024;4603,62
C001331;M000195;16/01/2023;6058,95
C000434;M000438;16/01/2024;1630,21
C000268;M000275;26/03/2024;8153,81
C000548;M000087;20/01/2023;2617,62
C000418;M000011;01/02/2023;9050,95
C000560;M000393;29/03/2023;9783,38
C000536;M000429;31/01/2023;7988,67
C001607;M000090;20/02/2023;5055,78
C001593;M000055;13/03/2023;3453,88
C000035;M000164;11/02/2023;4403,13
C000174;M000094;16/02/2024;670,52
C001533;M000055;29/02/2024;7975,18
C001215;M000148;18/02/2024;816,86
C001103;M000272;30/01/2023;4411,21
C001242;M000204;13/01/2023;8218,34
C000135;M000271;19/03/2023;9880,24
C000328;M000348;13/03/2023;7224,3
C001338;M000212;15/01/2024;8540,88
C001749;M000124;10/02/2023;225,26
C001568;M000174;21/02/2023;7338,33
C000633;M000054;15/01/2024;2770,55
C000811;M000073;11/02/2023;6124,33
C001731;M000453;15/03/2024;7391,22
C000534;M000187;28/02/2023;837,57
C001680;M000172;10/03/2024;3550,11
C001336;M000401;17/01/2023;7519,17
C001019;M000227;25/03/2023;6461,26
C000908;M000052;22/03/2024;2289,58
C001058;M000428;08/01/2023;5376,94
C001210;M000329;14/02/2023;3956,56
C000928;M000041;08/02/2024;1081,82
C001155;M000039;15/01/2023;5922,21
C001495;M000343;11/01/2023;1444,03
C001635;M000142;13/01/2024;1215,07
C000297;M000020;15/01/2024;9656,02
C000019;M000460;24/01/2024;7470,58
C001391;M000179;01/01/2024;7369,86
C000610;M000253;22/03/2024;1557,01
C000084;M000180;02/01/2023;1206,0
C000153;M000287;02/01/2024;8999,15
C000898;M000472;18/02/2024;8282,18
C001670;M000472;12/03/2023;6403,86
C000382;M000431;24/03/2023;3942,55
C000519;M000456;15/01/2024;9462,45
C000973;M000149;17/03/2024;7882,75
C000230;M000207;06/03/2024;7425,94
C000510;M000214;05/03/2024;2621,64
C000467;M000022;30/01/2024;3493,28
C001140;M000106;22/01/2024;400,99
C001198;M000312;04/01/2024;2266,94
C001994;M000425;04/01/2023;7861,43
C001364;M000290;24/03/2024;3576,81
C000438;M000054;02/03/2024;3469,98
C001590;M000218;28/02/2024;1435,35
C001437;M000430;05/03/2023;4001,28
C000603;M000100;31/01/2024;7649,57
C001724;M000288;22/03/2024;7637,19
C000899;M000105;08/02/2024;7336,2
C000892;M000287;25/01/2023;4658,97
C000836;M000025;20/03/2023;5819,19
C001939;M000452;23/03/2024;7265,24
C000941;M000201;31/01/2024;9939,79
C001991;M000452;14/02/2024;5322,27
C000441;M000310;13/03/2023;6051,32
C001374;M000449;23/02/2023;7390,9
C000465;M000481;26/03/2023;1655,46
C000731;M000356;03/01/2023;356,59
C000905;M000350;12/01/2023;3514,75
C000628;M000455;22/01/2023;7640,94
C000816;M000436;05/01/2024;3071,29
C001268;M000265;15/02/2023;7169,66
C001083;M000101;10/03/2023;6153,64
C001497;M000076;05/02/2024;8278,24
C001003;M000409;25/02/2024;6478,97
C000023;M000284;14/02/2023;8278,8
C001703;M000332;20/01/2023;6178,57
C000414;M000297;04/02/2023;8204,74
C001532;M000042;12/01/2023;2557,16
C001020;M000493;06/03/2024;3966,72
C001372;M000088;05/01/2024;4253,4
C001288;M000041;15/03/2023;122,61
C000450;M000429;20/02/2024;8956,76
C001665;M000047;15/01/2023;4992,0
C001060;M000194;06/01/2023;172,62
C001618;M000133;23/02/2024;4962,09
C001464;M000485;19/03/2023;6778,21
C001049;M000220;20/02/2023;2442,84
C001854;M000175;03/03/2023;9569,47
C001774;M000342;03/03/2023;6457,9
C000191;M000439;06/01/2024;4933,64
C001626;M000033;02/01/2024;7993,26
C001330;M000316;29/01/2024;7034,49
C000278;M000327;03/03/2023;3613,29
C001914;M000393;03/01/2023;8680,09
C001036;M000248;27/01/2023;8165,21
C000681;M000015;20/03/2023;9562,76
C000319;M000112;08/01/2023;1179,05
C001517;M000189;18/03/2024;5318,31
C001969;M000480;03/02/2024;7514,69
C001901;M000337;19/03/2023;6530,66
C001918;M000311;30/03/2024;3793,36
C000759;M000493;15/01/2024;5899,15
C001728;M000299;25/01/2024;6821,91
C000600;M000407;13/02/2024;9360,01
C001297;M000045;05/03/2023;5001,35
C000813;M000038;10/02/2023;8703,48
C001918;M000478;05/03/2023;4845,77
C000973;M000297;08/02/2024;3011,29
C000195;M000430;14/03/2023;2509,63
C000387;M000330;16/03/2024;8457,25
C000554;M000279;15/02/2023;3297,97
C000035;M000095;16/01/2024;9236,93
C000987;M000142;09/02/2023;6001,4
C000352;M000182;21/03/2023;9376,83
C000806;M000346;05/01/2023;6754,26
C001350;M000221;13/01/2024;2644,92
C001947;M000493;15/01/2023;9048,73
C001014;M000438;09/01/2023;2978,27
C000568;M000051;21/01/2023;210,63
C000801;M000028;06/01/2024;5614,59
C001722;M000240;06/03/2023;8459,25
C000662;M000345;01/03/2024;4199,24
C000139;M000440;30/01/2024;7083,71
C001633;M000428;10/03/2024;5983,64
C000725;M000109;15/02/2024;8750,08
C000619;M000281;15/03/2023;210,97
C001986;M000065;10/03/2024;3379,49
C000038;M000273;15/02/2023;7404,61
C000211;M000462;09/01/2024;6528,04
C001502;M000189;18/03/2024;511,43
C001912;M000170;24/03/2024;3447,25
C000693;M000062;29/01/2023;6103,35
C000589;M000476;30/03/2023;8656,97
C001323;M000362;08/03/2023;5903,49
C001376;M000435;23/02/2024;788,34
C000871;M000043;16/01/2023;9959,64
C001547;M000256;21/03/2023;8481,29
C000235;M000265;08/03/2024;915,11
C000486;M000162;23/02/2024;9422,79
C000146;M000068;27/01/2023;6497,74
C001291;M000085;20/03/2023;2868,94
C000561;M000086;08/01/2023;8076,89
C001734;M000205;03/01/2024;4541,76
C001218;M000011;17/02/2024;5993,93
C000641;M000174;07/02/2023;4503,33
C000585;M000169;20/02/2023;9547,7
C000215;M000032;04/01/2023;4556,2
C001486;M000392;15/02/2023;3758,94
C001993;M000033;14/03/2023;5322,98
C001859;M000390;05/01/2023;3831,3
C001830;M000250;05/01/2024;3001,78
C000680;M000167;14/03/2023;2849,07
C001919;M000328;26/01/2024;4250,9
C001764;M000216;24/03/2023;7419,03
C000223;M000333;17/01/2024;9586,43
C001823;M000418;20/02/2023;3287,51
C000626;M000317;12/01/2023;9530,31
C000939;M000256;21/01/2023;5719,83
C001199;M000373;27/01/2023;1538,04
C001352;M000181;04/03/2024;7218,32
C000923;M000359;11/03/2023;2010,44
C001577;M000456;04/03/2023;9610,22
C001680;M000149;09/02/2024;3983,49
C000638;M000231;13/02/2024;4026,63
C000729;M000425;14/02/2024;270,75
C000812;M000103;03/02/2024;2932,55
C001567;M000224;28/01/2024;7656,08
C000832;M000342;22/01/2023;1349,61
C001665;M000252;08/02/2024;1738,84
C000980;M000361;03/02/2023;2769,79
C000313;M000044;12/02/2023;7780,67
C001086;M000084;08/01/2023;1309,26
C001371;M000346;15/03/2023;1501,78
C001754;M000312;02/01/2023;8706,76
C000045;M000162;10/02/2024;4245,64
C000287;M000485;25/01/2023;1823,96
C001634;M000133;01/02/2024;2406,13
C001639;M000047;14/01/2023;6931,54
C000417;M000350;24/01/2024;2950,27
C000374;M000259;24/03/2024;562,2
C000461;M000252;14/02/2023;7232,5
C000521;M000373;02/02/2023;9939,47
C001992;M000483;15/03/2024;2634,21
C000979;M000136;08/02/2023;5103,89
C000958;M000109;31/01/2024;9875,37
C001805;M000307;14/02/2023;304,32
C001119;M000080;20/03/2024;8806,51
C001605;M000025;22/01/2024;5359,32
C000510;M000055;25/01/2024;1786,6
C001010;M000202;21/03/2024;6972,38
C000071;M000466;20/01/2023;1254,38
C001045;M000397;05/02/2023;3969,63
C001257;M000140;31/01/2024;9755,15
C001453;M000138;03/01/2023;9854,58
C001634;M000075;02/02/2024;855,9
C000884;M000164;02/03/2023;1888,81
C000361;M000170;30/03/2023;4335,5
C001505;M000215;06/03/2023;1955,92
C001286;M000450;05/03/2023;9158,82
C001659;M000246;27/01/2023;2568,49
C000959;M000397;26/02/2023;9331,95
C001521;M000159;06/02/2023;7985,54
C000238;M000236;04/03/2023;3915,22
C001880;M000124;24/01/2024;1742,63
C001142;M000314;23/02/2023;150,99
C001196;M000329;15/02/2023;897,96
C001846;M000466;01/01/2024;7503,39
C000863;M000310;01/03/2023;9472,06
C001664;M000168;18/03/2024;2886,05
C001318;M000315;18/02/2024;2891,43
C000861;M000126;21/03/2024;8404,23
C001851;M000042;22/02/2023;6632,34
C001878;M000230;09/01/2024;7540,0
C001527;M000100;05/02/2024;6585,69
C000716;M000273;12/01/2024;9706,24
C001717;M000138;20/02/2023;3380,85
C001457;M000254;24/03/2023;2555,1
C000540;M000500;01/02/2023;8814,3
C000534;M000102;02/01/2023;4692,3
C000216;M000360;25/02/2023;2485,08
C001425;M000500;10/02/2023;9867,61
C001711;M000177;06/01/2024;1696,09
C000070;M000251;15/01/2024;4794,54
C000654;M000491;27/01/2023;8603,41
C000398;M000251;01/01/2023;6597,86
C001772;M000380;27/01/2023;8802,98
C000244;M000449;02/03/2023;5814,96
C001944;M000411;19/03/2024;5159,9
C000270;M000099;12/02/2023;6841,35
C000736;M000126;27/02/2023;8447,15
C000114;M000139;28/02/2024;8076,36
C000042;M000288;24/02/2023;6558,5
C001442;M000151;08/03/2024;3613,55
C000290;M000108;21/02/2024;6963,08
C001881;M000200;24/02/2024;4402,07
C000669;M000173;29/01/2023;7001,82
C000123;M000484;05/03/2024;8508,02
C001515;M000372;12/03/2023;3411,95
C000917;M000097;12/03/2024;5563,52
C001958;M000040;30/01/2023;1110,98
C001026;M000068;06/03/2024;3943,46
C001039;M000373;22/02/2023;9862,36
C001008;M000392;18/01/2023;1819,19
C000292;M000246;07/01/2024;4707,45
C001363;M000166;30/03/2023;1883,06
C001643;M000280;09/01/2023;3938,51
C000506;M000202;04/03/2023;2316,56
C000249;M000122;10/03/2023;5209,16
C001253;M000364;27/01/2024;444,97
C001402;M000368;27/01/2024;9171,4
C000521;M000418;19/01/2024;118,45
C000125;M000390;14/03/2023;4725,83
C000450;M000345;26/03/2024;4274,73
C000270;M000077;20/01/2023;1860,51
C000070;M000103;08/01/2023;4886,38
C001843;M000419;09/03/2023;6987,86
C000597;M000063;27/01/2024;7037,48
C000305;M000059;25/02/2024;2588,53
C001487;M000335;29/03/2024;8863,07
C000641;M000120;13/02/2024;3715,7
C001903;M000041;23/01/2024;6964,17
C001901;M000209;20/02/2023;473,5
C000075;M000247;17/03/2023;6355,44
C001064;M000210;06/02/2023;4810,84
C001774;M000416;25/03/2024;9705,88
C001567;M000497;17/03/2024;6232,06
C001590;M000278;06/01/2023;8918,66
C000857;M000452;21/03/2024;2125,4
C001699;M000296;28/03/2023;6530,11
C000038;M000219;11/03/2024;8269,99
C001103;M000428;20/01/2023;1481,89
C001558;M000215;24/01/2024;7622,36
C001355;M000295;27/02/2023;6500,99
C000549;M000156;04/02/2023;3707,03
C000249;M000420;20/03/2024;1860,7
C000509;M000474;17/03/2024;4459,48
C000840;M000445;26/01/2024;3315,85
C000176;M000217;04/02/2023;7242,44
C000267;M000433;14/03/2024;4372,09
C001012;M000027;20/02/2023;7331,0
C001476;M000483;25/02/2024;9984,05
C001991;M000383;28/01/2023;1215,26
C001013;M000003;15/01/2024;6430,73
C000529;M000371;27/03/2023;2938,63
C001501;M000303;06/02/2024;5114,37
C000004;M000400;10/02/2024;7633,74
C000495;M000408;22/02/2024;7831,42
C000642;M000337;25/03/2024;5042,8
C001308;M000392;27/03/2023;4184,48
C000195;M000446;21/03/2023;251,01
C001809;M000244;14/03/2024;1413,5
C000513;M000074;26/01/2023;6961,56
C001505;M000465;24/01/2023;8502,47
C000833;M000458;23/01/2023;7850,11
C001759;M000099;21/02/2024;6627,9
C000001;M000145;30/01/2024;4929,81
C000201;M000445;07/01/2023;1658,58
C001911;M000366;09/01/2024;6129,94
C000619;M000018;08/03/2024;7032,83
C001799;M000172;04/03/2024;4093,83
C000262;M000234;31/01/2024;8518,68
C000206;M000190;20/01/2024;7667,58
C000769;M000314;06/01/2024;3362,95
C000657;M000426;06/01/2024;762,98
C000948;M000341;23/01/2024;6475,51
C001470;M000334;18/02/2024;5234,88
C000589;M000452;16/02/2024;9176,59
C000334;M000151;03/01/2024;7524,61
C000983;M000342;13/03/2024;2735,99
C000351;M000125;25/03/2023;5432,54
C000772;M000152;07/03/2023;6941,6
C001867;M000251;23/03/2024;2739,68
C000777;M000240;27/02/2024;844,44
C001804;M000317;27/01/2024;5133,26
C000636;M000148;19/01/2024;5801,24
C001673;M000128;30/03/2023;8872,63
C000884;M000356;12/01/2024;5776,94
C000240;M000394;08/03/2024;7104,47
C001383;M000082;25/03/2023;223,66
C000959;M000463;26/03/2024;1970,51
C001530;M000045;27/02/2024;9919,82
C000869;M000396;21/02/2024;4903,58
C001380;M000036;18/03/2024;9130,51
C000108;M000149;11/03/2023;7776,0
C001397;M000482;22/02/2023;7773,26
C001346;M000477;04/03/2024;6596,75
C001087;M000100;12/01/2024;2423,28
C001903;M000440;29/02/2024;6560,17
C001233;M000291;02/02/2024;8907,68
C001216;M000005;18/01/2023;5315,01
C001661;M000099;05/02/2024;4183,55
C001222;M000191;03/02/2023;8403,47
C000548;M000083;28/03/2023;8307,76
C000941;M000045;09/01/2023;9245,64
C001350;M000037;23/03/2023;5683,0
C000518;M000397;29/01/2023;536,45
C001213;M000068;06/02/2023;6831,26
C001287;M000476;19/03/2024;5946,46
C000614;M000168;08/01/2024;5509,53
C001085;M000420;09/03/2024;4221,14
C001886;M000363;16/01/2024;7330,92
C001010;M000066;24/03/2023;5728,03
C000457;M000436;01/03/2024;9695,23
C001162;M000438;06/03/2024;4517,94
C001516;M000362;21/02/2023;2408,91
C000449;M000452;20/02/2024;4269,69
C001936;M000136;26/02/2023;1172,85
C000836;M000473;24/02/2024;2222,34
C001484;M000268;02/02/2023;6161,87
C000283;M000123;20/03/2023;7491,09
C001900;M000101;28/01/2024;5464,71
C000803;M000192;01/01/2024;6285,32
C000539;M000064;26/02/2024;4060,48
C001309;M000318;06/02/2024;9897,57
C001088;M000119;06/03/2024;3572,85
C000109;M000266;10/01/2024;3972,43
C000277;M000019;07/02/2024;1565,82
C000981;M000364;07/01/2024;9683,02
C001407;M000182;31/01/2024;9433,67
C001081;M000172;02/01/2023;1405,45
C001547;M000402;30/03/2024;1623,24
C000134;M000485;13/01/2023;594,94
C000593;M000281;16/01/2023;7149,53
C000912;M000298;04/01/2023;9067,18
C000207;M000421;12/03/2024;4190,05
C000884;M000500;06/03/2023;3311,97
C001183;M000070;09/03/2023;5068,75
C001807;M000070;07/02/2024;743,16
C001622;M000011;10/02/2023;2475,8
C001451;M000398;18/02/2024;1942,51
C000521;M000432;31/01/2024;5784,13
C001347;M000452;27/02/2023;4745,42
C000492;M000340;17/03/2023;1208,81
C001093;M000480;13/03/2023;476,58
C000353;M000311;09/03/2023;3555,58
C000827;M000307;09/02/2023;1060,05
C000543;M000044;16/03/2023;1258,8
C001102;M000006;06/02/2023;1306,07
C001404;M000341;06/02/2023;4206,68
C000150;M000473;24/03/2023;4150,2
C001022;M000184;23/03/2024;4715,71
C000851;M000488;04/02/2023;3362,78
C001364;M000028;04/03/2024;8732,64
C001796;M000438;14/01/2023;3394,46
C000323;M000203;13/01/2023;4406,08
C001744;M000497;09/01/2023;3451,01
C000427;M000004;11/02/2023;9047,88
C001846;M000357;07/03/2023;1704,43
C001886;M000454;17/03/2023;1601,62
C001024;M000253;21/02/2024;1484,59
C001694;M000039;04/03/2023;7063,92
C001631;M000080;05/01/2023;4305,28
C000145;M000007;11/03/2023;653,09
C001679;M000260;06/01/2023;7542,27
C000362;M000066;26/02/2023;6266,93
C000425;M000058;22/01/2024;994,06
C001651;M000013;06/01/2023;3607,43
C001359;M000215;02/03/2023;758,8
C000540;M000474;20/01/2023;7778,09
C001470;M000378;14/02/2024;962,26
C001143;M000190;08/02/2024;9903,73
C000788;M000417;04/01/2023;4897,62
C001936;M000281;26/02/2024;6251,25
C000130;M000451;03/01/2023;5055,86
C001844;M000368;07/01/2024;6240,72
C000348;M000277;09/02/2023;4078,15
C001345;M000405;21/02/2023;5177,48
C001352;M000242;26/03/2024;2165,62
C000786;M000142;28/01/2023;4512,65
C001224;M000335;13/02/2024;6790,37
C000940;M000207;22/01/2024;6178,4
C001601;M000007;08/02/2024;6089,86
C001652;M000144;26/02/2024;6169,89
C000093;M000352;08/03/2024;1444,24
C001732;M000392;21/03/2024;6366,01
C001740;M000240;05/02/2024;4410,83
C001851;M000202;18/01/2024;6880,22
C001603;M000345;02/03/2023;8454,23
C000469;M000174;27/02/2024;5745,76
C001580;M000434;16/01/2023;6906,32
C001856;M000180;03/03/2024;9814,16
C000602;M000063;12/03/2023;6432,21
C000996;M000002;05/02/2023;4181,82
C001669;M000125;29/02/2024;1300,96
C001411;M000269;03/02/2023;2098,03
C001193;M000453;05/02/2024;8603,94
C000563;M000331;08/03/2024;3690,16
C001416;M000148;31/03/2024;5324,3
C001957;M000495;05/03/2024;6834,87
C001689;M000437;19/02/2023;9993,63
C001772;M000270;06/01/2023;2016,64
C000700;M000212;08/01/2024;8584,9
C000857;M000033;27/03/2023;405,8
C001456;M000023;12/03/2024;6460,62
C000876;M000239;23/02/2023;8583,63
C000405;M000280;27/01/2023;9350,53
C001434;M000108;10/03/2023;3964,01
C000092;M000197;22/03/2023;9952,98
C000573;M000358;23/01/2023;6750,38
C000427;M000018;01/02/2024;2713,42
C000961;M000008;24/02/2024;5767,86
C000739;M000213;09/02/2024;6007,72
C001278;M000193;03/01/2023;1006,56
C000218;M000146;14/03/2023;5549,36
C001247;M000262;05/01/2024;9216,38
C001382;M000476;01/02/2023;1627,2
C000933;M000228;01/01/2024;327,22
C000281;M000420;24/03/2024;3076,25
C001095;M000269;02/01/2024;2286,61
C000002;M000126;11/03/2024;5636,0
C001127;M000336;16/02/2023;3853,47
C000225;M000139;26/03/2023;5776,87
C000550;M000055;09/01/2024;8546,77
C001336;M000068;30/01/2023;8152,45
C001970;M000008;04/03/2024;4727,75
C000727;M000001;05/01/2023;2594,56
C000754;M000406;24/01/2023;2781,96
C000987;M000207;11/01/2023;6173,88
C000914;M000220;11/01/2023;3404,25
C001508;M000081;14/02/2024;9695,44
C000524;M000432;02/02/2024;2164,58
C001232;M000195;28/02/2023;2698,41
C001689;M000060;01/02/2024;787,94
C001428;M000196;22/03/2023;5478,18
C000313;M000249;22/02/2024;7221,06
C000962;M000201;21/03/2023;7557,87
C001234;M000006;23/01/2024;3686,7
C001378;M000252;10/02/2023;5862,33
C001425;M000153;27/01/2024;5764,92
C001953;M000209;14/02/2024;716,84
C000089;M000116;13/02/2024;3673,18
C001745;M000304;04/01/2024;6028,24
C001944;M000280;06/02/2023;7025,48
C001131;M000140;18/02/2023;751,24
C000216;M000189;29/02/2024;495,14
C000408;M000378;13/01/2023;449,74
C000118;M000068;07/03/2023;7257,66
C000126;M000344;28/02/2023;6100,62
C000664;M000214;18/03/2024;3731,17
C000508;M000091;09/01/2024;4379,5
C000182;M000499;14/01/2023;4183,44
C001816;M000057;30/03/2024;5472,16
C000295;M000321;15/01/2023;570,06
C001701;M000263;22/01/2024;7678,68
C000847;M000107;28/02/2024;8094,47
C001789;M000054;04/03/2023;9636,06
C001160;M000354;29/03/2024;2671,1
C001574;M000075;23/01/2023;9845,66
C000252;M000273;24/02/2024;4146,15
C001615;M000447;04/01/2023;5947,12
C000833;M000150;24/02/2024;3308,61
C000027;M000076;12/01/2023;9886,65
C001348;M000330;22/02/2023;5870,2
C000877;M000003;02/03/2024;4005,28
C001582;M000444;03/03/2023;485,89
C001976;M000055;12/03/2024;5749,78
C000072;M000036;22/02/2024;7151,3
C001225;M000337;17/01/2024;4027,03
C001559;M000472;02/03/2024;5354,4
C001622;M000338;08/01/2023;4089,73
C001529;M000135;02/02/2023;5901,05
C001148;M000075;18/03/2023;5540,44
C001230;M000100;05/02/2024;914,09
C001689;M000144;01/02/2023;2474,55
C000598;M000307;16/01/2023;3251,75
C000114;M000056;25/02/2024;855,78
C000474;M000486;06/02/2024;8870,57
C001545;M000416;15/02/2023;9958,15
C001465;M000396;17/02/2023;5828,43
C000510;M000450;24/03/2023;637,05
C001058;M000412;06/03/2023;8925,25
C000075;M000450;27/03/2023;4906,21
C001556;M000343;03/02/2024;512,56
C000215;M000234;04/01/2024;951,18
C000174;M000444;11/02/2023;1860,81
C001627;M000049;25/01/2024;9074,54
C000833;M000347;06/01/2023;5303,66
C001684;M000064;05/02/2024;7245,59
C001931;M000256;14/01/2024;7294,35
C000352;M000385;18/02/2024;574,89
C000043;M000256;30/01/2023;2298,83
C001789;M000399;03/03/2024;1906,72
C000407;M000192;06/01/2023;8074,56
C000922;M000495;29/03/2024;2960,47
C000443;M000192;09/03/2023;8459,1
C001722;M000142;31/03/2023;4567,1
C000334;M000159;20/03/2023;1372,61
C000571;M000069;26/02/2023;8343,25
C001482;M000026;21/01/2024;3401,68
C001597;M000304;01/02/2024;1791,16
C000687;M000338;25/03/2023;3082,17
C000791;M000184;13/01/2023;5523,35
C001530;M000448;10/01/2024;1074,38
C000537;M000116;02/01/2023;9460,95
C001444;M000187;15/02/2024;1391,06
C000575;M000087;11/03/2023;5228,32
C000072;M000407;09/02/2024;9610,97
C001430;M000054;02/02/2023;2187,68
C000471;M000097;23/02/2024;9295,52
C001972;M000015;28/02/2023;8930,23
C001442;M000307;20/03/2023;8938,55
C001117;M000295;15/01/2024;1712,21
C000956;M000334;20/01/2023;260,27
C000910;M000001;30/03/2024;3510,19
C001332;M000103;27/01/2023;4011,03
C000979;M000369;17/03/2024;7044,95
C000847;M000424;12/03/2024;3093,56
C000019;M000029;05/01/2023;8658,92
C000183;M000433;27/01/2023;5947,52
C000726;M000041;06/03/2024;6750,15
C001296;M000220;21/01/2023;7265,0
C000283;M000195;17/02/2023;4876,55
C000463;M000414;28/02/2024;8384,83
C001093;M000412;09/02/2023;6549,0
C001683;M000048;19/03/2024;9366,7
C000760;M000239;04/02/2023;3751,78
C001591;M000482;29/03/2024;7445,69
C001544;M000340;16/03/2024;297,64
C001829;M000089;23/01/2024;2415,6
C000052;M000094;21/01/2024;9944,18
C001896;M000333;02/03/2023;3413,26
C001629;M000311;30/01/2023;2229,81
C000309;M000157;10/02/2023;9371,73
C000095;M000182;31/03/2023;302,51
C001284;M000364;28/02/2024;7511,69
C000727;M000155;23/03/2024;9428,06
C001542;M000376;12/03/2023;4643,48
C000706;M000399;28/02/2023;3831,48
C000026;M000211;26/02/2024;732,6
C001513;M000413;25/02/2023;4431,49
C001395;M000109;09/03/2023;2396,36
C000123;M000494;19/02/2023;829,42
C000096;M000302;19/01/2024;272,74
C001253;M000081;17/01/2023;6473,96
C001415;M000166;17/01/2023;435,36
C001734;M000032;18/02/2023;1664,32
C001292;M000394;15/01/2024;675,5
C000341;M000218;13/02/2024;1262,25
C000972;M000368;31/03/2024;769,88
C001589;M000254;27/03/2024;1322,72
C001621;M000373;15/01/2024;6788,74
C001607;M000275;08/01/2023;5882,44
C001046;M000311;16/03/2023;3635,08
C000610;M000203;25/01/2023;4956,4
