cliente;prodotto;giorno;quantity
C001155;M000081;20/10/2023;4330,04
C001629;M000365;22/10/2023;2478,73
C001296;M000440;16/11/2024;6928,67
C000898;M000164;24/10/2023;9753,13
C001620;M000282;17/12/2024;7422,86
C001396;M000192;27/10/2024;2262,35
C001750;M000129;17/11/2024;6154,94
C000427;M000410;05/10/2023;9908,16
C001703;M000184;09/12/2023;8974,5
C001288;M000223;20/11/2024;7822,69
C001735;M000061;02/10/2024;5134,0
C000592;M000235;06/10/2024;7854,18
C000152;M000121;03/12/2023;6273,71
C001604;M000285;02/12/2023;9484,45
C000291;M000386;04/10/2024;993,0
C001523;M000218;10/12/2023;2624,7
C001298;M000137;08/11/2023;5912,05
C001099;M000430;19/10/2024;636,85
C001329;M000127;25/11/2023;2958,33
C000200;M000324;19/11/2024;4563,73
C000429;M000107;28/12/2024;6971,2
C000763;M000047;10/11/2024;9848,04
C000292;M000333;25/11/2024;5666,01
C000513;M000245;01/12/2024;6759,16
C000661;M000343;05/10/2024;5036,56
C001735;M000361;22/10/2023;241,92
C001136;M000098;18/11/2023;1893,49
C000392;M000396;30/10/2024;8098,73
C001575;M000391;01/11/2024;9345,7
C000573;M000133;06/10/2023;220,6
C001151;M000252;30/12/2023;5714,91
C000677;M000174;29/10/2024;8423,18
C000558;M000473;03/10/2023;7900,3
C000314;M000479;05/10/2023;3621,71
C001896;M000483;12/12/2024;4117,3
C001792;M000138;13/11/2023;4492,69
C001128;M000324;27/10/2024;5614,52
C001153;M000423;23/12/2023;3742,84
C001871;M000125;27/10/2024;2313,52
C001565;M000491;31/10/2024;9890,97
C000542;M000191;01/12/2023;6127,23
C000993;M000438;17/11/2024;1741,11
C001487;M000321;26/12/2023;7676,23
C001197;M000035;18/11/2023;337,5
C001469;M000061;25/12/2024;5516,16
C000195;M000084;30/10/2024;8442,79
C001298;M000396;10/10/2023;5129,63
C000580;M000219;25/11/2023;7896,23
C001470;M000484;12/11/2024;6303,59
C001047;M000212;22/11/2024;573,3
C001901;M000346;07/11/2024;7904,04
C001736;M000249;27/11/2023;4518,26
C001312;M000035;16/12/2023;8557,48
C000043;M000237;21/11/2023;3188,77
C000168;M000357;01/10/2024;6906,42
C001554;M000495;10/12/2024;7044,43
C000645;M000171;13/12/2023;6881,11
C001629;M000224;22/12/2023;556,71
C000306;M000419;26/10/2024;2048,08
C000638;M000315;30/10/2023;8200,65
C001935;M000130;09/10/2023;1083,2
C001011;M000361;16/10/2023;9487,92
C000118;M000375;25/10/2023;771,27
C001125;M000445;13/11/2023;7986,9
C001131;M000134;05/11/2023;296,46
C001290;M000207;07/12/2023;1459,52
C001236;M000285;30/10/2024;5092,14
C000565;M000161;20/12/2024;3367,54
C000503;M000198;14/10/2024;8603,32
C001860;M000469;18/12/2023;9746,27
C001785;M000242;06/10/2024;3714,26
C000205;M000029;07/10/2024;6998,66
C000950;M000159;22/11/2024;942,54
C001892;M000035;20/11/2023;4732,32
C001974;M000124;05/11/2024;3966,04
C001035;M000306;11/11/2023;1562,31
C000973;M000264;30/11/2023;423,16
C001795;M000464;18/12/2024;7715,97
C001092;M000157;30/11/2024;4470,15
C000375;M000302;08/12/2024;1926,63
C001719;M000331;23/10/2024;3459,48
C000129;M000404;19/12/2023;3801,77
C000282;M000057;10/11/2023;1327,66
C000807;M000384;18/10/2024;8475,75
C001995;M000114;28/10/2024;2677,53
C001673;M000348;05/10/2023;3104,91
C000831;M000392;07/11/2024;392,82
C000734;M000434;06/12/2023;7126,26
C001168;M000293;23/11/2024;4735,31
C001919;M000111;07/11/2024;9564,99
C000716;M000083;28/12/2023;5542,69
C000626;M000009;25/12/2023;1746,03
C000153;M000157;28/10/2024;6765,77
C001436;M000461;03/11/2024;1961,16
C000663;M000257;29/11/2023;2215,94
C000170;M000071;11/10/2023;1192,22
C000150;M000123;26/10/2023;7371,85
C000211;M000024;02/12/2024;8890,58
C000047;M000430;04/11/2024;7730,95
C001460;M000216;25/10/2024;6743,43
C000064;M000310;04/11/2023;6280,05
C001017;M000016;30/10/2023;6992,1
C000944;M000430;28/12/2023;2922,5
C000571;M000305;29/10/2024;945,41
C001406;M000168;23/11/2023;5170,05
C001644;M000153;03/12/2023;7091,88
C000547;M000387;15/12/2024;8660,81
C000997;M000192;20/10/2024;2967,71
C001452;M000043;09/11/2023;4760,95
C001584;M000491;15/11/2024;735,86
C000446;M000307;01/10/2023;4025,9
C001552;M000231;19/12/2023;1406,42
C001425;M000425;29/11/2023;7305,9
C000107;M000285;16/10/2024;8406,87
C001858;M000022;03/11/2024;5423,31
C000340;M000382;13/10/2023;643,11
C000180;M000234;18/12/2024;6984,85
C001216;M000451;30/11/2023;5402,52
C001926;M000492;21/10/2024;1361,25
C001338;M000484;21/10/2024;1468,1
C000333;M000278;27/10/2023;1765,61
C000123;M000042;11/11/2023;5069,74
C000050;M000259;10/11/2023;9737,87
C001751;M000132;29/11/2024;9693,16
C000336;M000489;13/12/2023;6387,81
C000211;M000092;05/12/2024;8957,83
C001496;M000434;01/10/2024;9210,1
C001270;M000436;31/10/2024;5339,03
C001899;M000018;10/12/2023;9256,03
C001247;M000212;05/12/2024;3030,81
C001357;M000331;28/12/2023;9403,5
C001487;M000491;04/10/2024;8622,67
C001368;M000243;08/11/2024;9130,14
C000395;M000066;29/10/2023;1288,38
C000459;M000178;02/11/2024;5602,37
C001026;M000089;05/10/2023;4973,91
C000355;M000201;23/10/2024;2320,54
C000414;M000437;06/10/2023;484,71
C001891;M000284;16/12/2024;547,37
C000828;M000388;19/12/2024;9923,63
C000224;M000009;09/10/2023;4489,1
C001862;M000472;18/11/2023;5713,42
C001008;M000430;11/11/2023;9108,12
C000023;M000087;30/10/2023;8158,46
C000093;M000194;23/10/2024;4278,92
C001887;M000153;01/11/2024;9494,43
C000769;M000397;22/10/2024;1679,49
C001584;M000203;08/12/2023;776,78
C001101;M000078;05/11/2024;3442,29
C000362;M000032;24/10/2023;8602,67
C000869;M000224;22/11/2023;3294,2
C000483;M000303;29/10/2023;7318,81
C000469;M000207;05/12/2023;3755,44
C001364;M000136;10/12/2024;1182,59
C000138;M000155;28/12/2023;6388,15
C001307;M000322;25/11/2024;7629,06
C000791;M000043;12/11/2023;3002,96
C000438;M000188;23/10/2024;7067,77
C001555;M000423;01/10/2023;827,2
C001532;M000467;26/11/2024;1219,36
C000411;M000056;08/11/2024;8215,16
C000321;M000191;01/12/2024;386,37
C001766;M000398;22/11/2023;2523,25
C000324;M000166;15/11/2024;1432,6
C001900;M000433;15/12/2023;4275,02
C000422;M000134;14/10/2024;963,49
C001723;M000344;26/11/2023;3916,04
C000845;M000146;05/10/2024;1170,39
C001120;M000086;01/10/2024;798,22
C001913;M000095;03/11/2023;8340,09
C000314;M000407;20/11/2023;5791,28
C000553;M000419;17/12/2024;2555,91
C000798;M000363;27/10/2024;6287,17
C000030;M000391;08/10/2023;9698,64
C000497;M000337;04/11/2023;948,01
C000650;M000437;28/11/2024;754,83
C001078;M000345;18/10/2023;2666,74
C000243;M000474;05/10/2024;7968,06
C000796;M000069;23/11/2024;2702,91
C000937;M000399;31/12/2024;5645,65
C001247;M000008;11/11/2024;910,31
C001030;M000056;15/11/2023;9746,1
C000814;M000273;08/11/2023;2879,75
C001005;M000158;19/12/2023;9691,83
C000938;M000077;31/12/2023;3313,36
C000192;M000189;07/12/2023;9267,53
C000127;M000429;07/11/2024;2095,5
C000702;M000255;27/10/2024;2852,06
C000101;M000344;07/10/2023;2872,62
C001864;M000365;05/12/2024;2281,69
C001032;M000220;06/11/2023;3752,57
C000552;M000236;07/10/2024;4264,22
C001381;M000122;18/11/2023;3870,16
C000608;M000031;18/11/2023;1798,35
C000118;M000454;04/11/2024;496,97
C000970;M000458;27/12/2024;9310,22
C001467;M000226;19/10/2024;3983,73
C001416;M000087;16/11/2024;1081,54
C001930;M000342;19/12/2023;1703,06
C000471;M000311;28/11/2023;2050,02
C000050;M000231;19/12/2024;9751,56
C000286;M000209;14/11/2024;1149,04
C000779;M000476;06/10/2023;4348,57
C001598;M000359;12/10/2023;2606,14
C001663;M000023;30/11/2023;4384,35
C001780;M000063;11/12/2023;5548,7
C000396;M000190;31/12/2023;2440,07
C001909;M000011;07/12/2024;9784,07
C000302;M000154;18/10/2023;1041,3
C001662;M000153;16/11/2023;6899,57
C000382;M000398;29/11/2023;1731,4
C001491;M000316;11/11/2024;9364,62
C000082;M000195;03/11/2023;6059,74
C000897;M000104;23/12/2023;9593,29
C000266;M000264;29/10/2024;7001,23
C000821;M000326;14/10/2023;8701,36
C000975;M000358;17/11/2023;8357,42
C001542;M000420;30/11/2023;5795,64
C001380;M000449;18/11/2023;5771,04
C000603;M000077;13/11/2023;3963,39
C000313;M000458;20/10/2024;9746,35
C001501;M000359;02/11/2024;2270,74
C001129;M000197;14/12/2024;1399,39
C000484;M000227;04/10/2024;9439,43
C001154;M000200;05/10/2024;3843,68
C000648;M000422;26/11/2024;1689,32
C001354;M000222;28/11/2023;6965,6
C001842;M000314;21/12/2023;6296,52
C000548;M000408;18/10/2024;4506,11
C001867;M000452;08/10/2023;8645,74
C000241;M000202;09/11/2023;205,19
C000367;M000283;18/10/2023;8437,04
C001976;M000091;23/10/2023;4981,12
C000800;M000397;09/10/2023;5431,62
C001645;M000072;08/10/2024;8697,64
C000490;M000434;26/11/2024;352,51
C001656;M000491;01/10/2024;2451,66
C000740;M000439;05/12/2023;3431,59
C000434;M000166;05/10/2023;3735,57
C000024;M000298;31/12/2023;1673,53
C001018;M000485;13/10/2024;3956,29
C001262;M000190;15/10/2024;3942,58
C001477;M000161;18/12/2023;246,98
C000355;M000307;24/12/2023;9000,45
C000150;M000479;11/11/2024;9783,15
C001918;M000216;18/11/2024;8100,1
C001733;M000315;23/12/2024;8842,9
C000348;M000278;26/12/2024;9043,21
C000279;M000428;15/11/2024;7449,23
C000596;M000203;25/10/2023;6199,14
C001564;M000219;21/11/2024;8096,16
C001416;M000089;17/11/2024;4597,1
C000855;M000095;19/11/2023;6700,2
C001080;M000221;12/10/2023;7990,95
C001994;M000120;06/12/2024;1627,95
C001109;M000375;29/11/2024;5660,6
C001161;M000465;31/10/2024;3924,69
C000838;M000337;02/12/2023;9067,0
C001344;M000488;26/10/2023;5778,52
C001130;M000307;23/11/2023;4713,67
C001635;M000207;08/12/2023;5948,6
C001971;M000432;05/11/2023;9297,06
C001200;M000433;24/11/2024;2993,43
C000654;M000485;06/12/2023;2876,91
C000591;M000388;27/11/2024;2411,57
C001016;M000257;31/10/2023;1129,76
C000250;M000229;21/12/2024;7705,47
C000152;M000267;17/12/2023;9638,74
C001951;M000226;07/11/2024;132,13
C000357;M000497;29/11/2024;4849,76
C001061;M000091;11/10/2024;8005,62
C000410;M000026;28/11/2023;3193,43
C001485;M000239;08/12/2023;7698,77
C000098;M000462;21/10/2024;3322,33
C001143;M000075;14/11/2023;8918,56
C000803;M000013;06/10/2024;5355,21
C001797;M000162;29/10/2023;4938,41
C001466;M000298;14/12/2023;5011,55
C000281;M000060;13/10/2024;5937,55
C001841;M000431;17/12/2023;4067,07
C001221;M000101;28/11/2023;5071,5
C000552;M000114;18/10/2023;7718,64
C001102;M000365;09/12/2024;3815,81
C000416;M000085;30/10/2023;6401,58
C002000;M000229;09/12/2024;178,9
C001458;M000420;05/10/2024;5028,27
C001444;M000478;04/10/2024;4211,67
C001952;M000370;14/10/2024;5948,58
C001976;M000002;21/12/2024;6533,57
C000448;M000349;16/11/2023;1436,25
C001804;M000298;05/12/2024;8939,98
C001596;M000170;30/10/2024;1645,9
C000265;M000003;26/12/2024;7471,43
C001920;M000094;19/12/2023;8424,33
C001765;M000271;23/11/2024;184,86
C000950;M000265;15/11/2024;284,77
C000007;M000285;11/10/2024;7216,93
C001958;M000027;18/11/2024;6216,87
C001775;M000220;21/11/2023;3172,32
C001819;M000328;14/10/2023;7344,53
C000052;M000147;28/12/2024;5259,16
C000790;M000356;01/10/2024;1700,16
C000803;M000204;14/11/2024;3755,11
C000501;M000493;14/10/2023;5248,62
C001295;M000092;14/10/2023;2929,11
C001609;M000343;23/10/2023;1633,17
C001359;M000451;05/12/2023;6166,35
C001000;M000373;28/11/2023;6004,15
C001428;M000112;24/10/2023;9707,59
C000900;M000491;20/12/2023;9829,57
C000520;M000230;31/10/2023;6164,01
C000232;M000079;24/11/2024;5609,17
C001186;M000280;17/12/2023;8334,4
C001167;M000465;21/12/2024;4941,57
C000077;M000073;17/11/2024;3741,33
C001078;M000436;12/11/2024;3887,46
C000369;M000147;18/10/2024;5629,89
C000726;M000500;22/10/2024;8071,03
C001029;M000273;25/10/2024;1633,62
C000934;M000158;28/10/2024;3548,16
C001955;M000171;14/12/2023;2777,67
C001527;M000299;15/12/2023;5466,69
C001417;M000036;09/12/2023;8318,28
C001433;M000231;30/10/2024;5862,29
C000357;M000004;09/12/2024;5584,91
C001624;M000321;24/10/2023;2305,31
C001511;M000437;07/10/2023;7750,29
C001987;M000021;29/11/2024;2085,24
C000597;M000476;18/11/2023;9927,25
C000567;M000182;20/10/2023;7324,22
C000374;M000103;14/12/2023;4514,64
C000183;M000022;21/11/2024;6736,38
C000384;M000083;23/11/2024;2751,24
C000464;M000159;21/11/2024;4852,56
C001833;M000332;14/12/2023;6947,61
C000144;M000302;25/10/2023;278,0
C001446;M000325;15/12/2023;9514,14
C001638;M000088;12/10/2024;1088,81
C000681;M000127;25/10/2023;4701,2
C000093;M000038;19/10/2023;9132,44
C001078;M000446;18/11/2023;5082,73
C000925;M000483;14/12/2024;4254,29
C000581;M000034;08/10/2023;5110,62
C000041;M000258;31/12/2023;1835,87
C001393;M000245;26/10/2023;7778,92
C000575;M000217;31/12/2024;4765,2
C000790;M000451;03/11/2023;7292,03
C000316;M000353;29/10/2023;4221,3
C000967;M000280;18/10/2024;4996,2
C001121;M000073;12/12/2024;209,45
C001736;M000110;11/11/2023;6029,74
C000475;M000182;08/10/2023;624,13
C000317;M000271;16/12/2023;5087,96
C001896;M000066;25/10/2023;4842,91
C001127;M000441;03/12/2023;8567,25
C000194;M000446;19/10/2023;4024,82
C000277;M000024;02/11/2023;1759,29
C001856;M000444;22/12/2024;3789,34
C001951;M000496;06/10/2023;2713,37
C000734;M000186;26/11/2023;1308,29
C001563;M000214;09/11/2024;4442,6
C001281;M000370;20/12/2024;5591,51
C000272;M000417;07/10/2023;9542,58
C000451;M000067;05/12/2023;296,6
C001842;M000296;15/12/2023;6215,18
C001404;M000117;27/12/2023;1428,14
C000267;M000121;07/12/2023;5104,36
C000309;M000063;28/10/2023;9851,87
C000826;M000479;18/10/2024;9031,43
C000515;M000292;06/12/2024;2989,5
C000028;M000136;13/10/2024;6253,58
C001007;M000446;09/12/2024;694,73
C000813;M000096;17/10/2023;8498,34
C001201;M000055;29/11/2024;4815,32
C001664;M000344;04/11/2024;4064,74
C001064;M000245;28/10/2024;8045,01
C000332;M000272;18/12/2023;7292,01
C000684;M000193;22/10/2024;1114,47
C001155;M000134;25/12/2023;2697,04
C000226;M000266;28/10/2024;4725,39
C000043;M000226;28/12/2023;5312,28
C001080;M000193;09/12/2023;480,63
C000206;M000194;17/11/2024;5718,77
C001728;M000495;23/11/2023;8285,9
C001037;M000467;25/11/2023;4866,35
C000957;M000032;17/10/2023;9339,9
C000825;M000264;01/12/2023;8192,65
C000807;M000058;30/10/2023;4505,51
C000565;M000308;06/10/2023;6997,43
C000858;M000122;18/12/2024;7337,99
C000497;M000274;11/12/2023;4813,5
C000765;M000185;27/10/2024;9796,7
C000934;M000441;17/10/2023;3058,81
C000349;M000197;19/10/2023;7064,26
C000900;M000083;27/11/2024;426,77
C000483;M000288;28/11/2024;154,42
C000878;M000008;27/12/2024;575,79
C001910;M000307;04/10/2024;7115,5
C000745;M000311;04/12/2023;8332,21
C000691;M000390;07/12/2023;5482,93
C000034;M000062;10/11/2024;5852,58
C001743;M000332;01/10/2023;6396,98
C001966;M000215;19/11/2024;6627,68
C001445;M000361;30/12/2024;7880,03
C001974;M000271;08/11/2024;4996,86
C000492;M000210;11/12/2024;1880,0
C001924;M000196;15/11/2023;7753,58
C001694;M000277;16/11/2023;1324,0
C001422;M000175;12/11/2023;801,41
C000827;M000066;28/12/2024;6325,03
C000796;M000420;15/11/2024;9893,34
C001411;M000067;15/11/2023;9564,93
C000721;M000373;22/10/2024;2138,45
C000759;M000449;19/11/2024;1469,8
C001253;M000384;28/11/2023;3677,99
C001072;M000423;04/12/2024;9545,11
C001553;M000159;05/10/2024;5811,85
C001210;M000089;05/11/2024;6841,33
C000884;M000092;14/10/2023;1604,77
C000428;M000392;20/10/2023;9925,01
C000719;M000164;20/12/2023;480,21
C000004;M000375;03/12/2023;4687,4
C000010;M000125;10/12/2024;5185,0
C001114;M000113;03/10/2024;2248,55
C000339;M000053;17/11/2024;9485,47
C000225;M000255;14/11/2024;7100,02
C001125;M000041;21/10/2023;5262,1
C001622;M000001;10/11/2023;679,09
C001654;M000141;12/12/2023;5679,25
C001951;M000329;10/12/2024;8965,08
C001603;M000401;28/10/2023;2561,85
C000863;M000437;21/11/2023;5897,48
C001116;M000466;08/10/2023;1124,21
C001123;M000056;04/12/2024;2410,11
C001089;M000142;23/10/2023;8757,73
C001922;M000339;28/10/2023;8487,31
C000896;M000041;16/12/2024;7396,89
C001626;M000353;04/12/2024;8875,73
C000137;M000229;20/12/2024;2128,46
C001474;M000334;01/10/2023;669,88
C000388;M000163;06/12/2024;9754,69
C000957;M000320;17/12/2023;6330,41
C001458;M000087;05/12/2023;6111,22
C001785;M000040;01/11/2023;4573,9
C000606;M000270;09/11/2023;4611,15
C001298;M000401;18/12/2024;7752,21
C000040;M000327;06/10/2024;737,96
C001778;M000147;12/11/2024;1798,11
C001302;M000248;21/10/2023;7051,95
C000376;M000062;19/11/2024;943,46
C000706;M000337;28/10/2024;6171,39
C001220;M000231;04/11/2024;7491,29
C000901;M000253;15/11/2023;2559,9
C001312;M000334;05/11/2023;7919,81
C000628;M000219;20/12/2024;2904,36
C000905;M000337;09/11/2023;9436,94
C001368;M000434;21/12/2024;8479,0
C000275;M000313;08/12/2024;2072,76
C001134;M000128;08/12/2023;1579,67
C001801;M000126;16/12/2024;2897,93
C000545;M000498;30/11/2023;8065,98
C000947;M000383;22/12/2023;117,41
C001747;M000134;17/12/2024;4280,61
C000544;M000310;04/10/2023;1880,31
C001217;M000365;05/10/2023;6126,2
C001954;M000184;28/10/2024;7507,8
C000093;M000062;25/11/2024;6962,33
C000530;M000129;13/11/2024;2140,86
C000390;M000053;30/12/2023;9578,8
C001239;M000196;17/11/2024;2348,4
C001725;M000447;10/10/2023;8257,65
C000436;M000238;27/11/2024;3291,73
C001390;M000302;06/10/2024;5380,97
C001915;M000016;19/10/2024;6192,81
C000110;M000010;19/11/2023;6980,03
C000572;M000416;04/10/2024;6874,15
C000302;M000240;18/10/2024;2895,91
C001242;M000369;21/10/2023;1454,23
C000675;M000312;10/12/2023;9860,25
C000272;M000448;30/10/2024;7397,45
C001317;M000321;29/10/2024;2852,66
C000332;M000281;25/12/2023;8517,72
C000350;M000076;16/11/2023;641,77
C000235;M000078;17/10/2023;2092,12
C000964;M000420;23/11/2023;3886,9
C001563;M000465;18/11/2023;8831,78
C001203;M000333;10/10/2024;198,01
C000775;M000463;24/10/2023;6764,89
C000679;M000101;30/10/2024;2781,49
C001246;M000292;31/10/2023;5922,84
C000145;M000074;13/11/2024;4570,63
C001312;M000089;02/12/2024;6732,55
C000271;M000226;06/11/2023;1714,76
C000831;M000498;16/11/2024;7628,18
C000186;M000058;29/12/2023;7550,07
C001731;M000491;10/12/2024;2072,88
C001976;M000163;02/10/2023;505,65
C001498;M000178;07/12/2024;2091,67
C000315;M000459;02/10/2023;8918,25
C001655;M000185;25/12/2024;8547,34
C001134;M000034;21/12/2023;5809,14
C001545;M000247;12/12/2023;2286,85
C000611;M000102;30/11/2023;192,53
C001117;M000171;27/12/2023;7706,73
C001858;M000033;29/12/2024;3796,66
C000334;M000256;29/11/2023;4153,39
C000532;M000489;26/10/2023;1564,24
C001151;M000214;10/11/2024;4046,04
C001428;M000121;16/12/2024;7023,1
C000487;M000424;05/10/2024;7458,53
C000570;M000165;13/10/2023;7499,19
C001334;M000490;29/10/2024;269,35
C001847;M000240;14/12/2023;2375,81
C000692;M000004;25/11/2024;9411,22
C000632;M000172;16/10/2023;3309,67
C000784;M000099;29/12/2024;3201,5
C001097;M000169;16/12/2023;4619,24
C001119;M000074;29/10/2023;309,14
C001166;M000158;13/10/2023;8030,63
C000216;M000436;27/10/2023;4777,08
C000954;M000208;25/11/2024;1027,16
C000716;M000269;10/12/2024;3466,33
C000866;M000420;22/11/2024;4700,71
C001377;M000410;14/10/2024;3992,88
C001284;M000081;16/10/2024;9803,32
C000348;M000406;17/10/2024;7439,69
C000670;M000356;29/12/2023;1876,24
C001878;M000348;21/12/2024;1340,19
C001538;M000238;17/11/2023;4361,53
C001813;M000420;05/10/2023;5553,46
C001361;M000411;27/11/2024;8150,34
C000116;M000003;25/12/2024;4117,3
C001149;M000221;26/12/2023;4236,4
C001268;M000315;05/12/2024;781,16
C000414;M000090;10/11/2023;8580,95
C000607;M000108;23/10/2023;283,44
C001722;M000293;03/10/2024;6507,42
C000345;M000437;05/11/2024;461,88
C000612;M000478;04/11/2023;9497,76
C000158;M000230;30/10/2024;4838,2
C001620;M000017;25/11/2024;8445,5
C001324;M000253;02/12/2023;9727,59
C000318;M000453;02/10/2023;2402,65
C000916;M000081;13/10/2024;6193,14
C000590;M000234;14/12/2024;8713,78
C001227;M000228;06/10/2024;7067,53
C000687;M000243;08/12/2024;8833,85
C001118;M000180;02/11/2024;9320,43
C001904;M000304;17/12/2023;5931,36
C000237;M000106;02/11/2024;6714,39
C001109;M000031;17/10/2023;9132,79
C001219;M000050;26/10/2024;3429,93
C001429;M000108;30/10/2023;6857,71
C001934;M000072;22/12/2023;898,82
C001470;M000398;03/11/2023;7489,77
C000421;M000057;31/10/2024;1225,05
C001656;M000421;20/10/2024;8593,6
C000523;M000384;10/10/2024;2425,82
C001843;M000284;24/11/2023;3605,1
C000322;M000305;25/10/2024;799,58
C000071;M000254;02/12/2024;7103,23
C000404;M000444;07/12/2023;700,02
C000904;M000288;23/10/2023;4681,83
C000693;M000106;27/11/2024;4185,93
C000272;M000491;01/12/2023;6294,45
C001847;M000428;13/12/2023;7496,21
C001989;M000258;07/11/2024;6091,71
C001667;M000417;15/12/2024;1969,07
C001244;M000445;25/10/2024;8799,19
C000226;M000257;12/10/2023;4550,71
C000115;M000254;23/12/2024;7162,38
C000853;M000233;26/11/2023;8517,07
C001206;M000162;28/12/2023;7899,25
C000196;M000334;29/11/2023;6221,16
C001836;M000312;17/12/2023;3673,35
C000977;M000326;08/11/2024;8981,94
C000934;M000211;08/11/2024;8404,59
C001024;M000427;29/12/2024;7243,26
C000625;M000010;29/11/2023;1295,45
C000915;M000211;24/10/2023;525,31
C001642;M000358;27/12/2023;5202,81
C000541;M000117;25/12/2024;344,78
C001733;M000316;22/11/2024;8291,58
C000414;M000035;23/11/2024;8898,51
C001092;M000380;09/11/2024;402,73
C001279;M000164;03/11/2024;4855,88
C001670;M000405;04/10/2023;4939,84
C001524;M000380;08/12/2023;7527,43
C001103;M000074;13/12/2023;8178,64
C000577;M000390;25/10/2024;7674,41
C000349;M000492;04/12/2023;588,35
C000854;M000057;30/10/2024;8754,06
C000133;M000166;05/10/2024;5475,66
C001784;M000338;01/12/2024;9271,5
C001204;M000143;01/11/2023;2252,66
C001938;M000458;01/10/2023;6716,2
C000559;M000389;03/11/2024;6449,9
C001448;M000359;24/10/2023;6259,09
C001494;M000127;04/10/2023;1788,41
C000112;M000171;06/11/2023;2780,1
C000785;M000166;02/10/2023;1619,21
C001962;M000171;24/12/2023;4501,85
C001818;M000105;28/11/2023;2964,37
C001846;M000296;27/10/2024;8917,54
C000948;M000327;14/10/2024;8190,37
C001748;M000036;30/11/2024;5858,3
C000271;M000484;17/10/2023;4208,69
C001023;M000327;03/12/2024;1632,89
C001030;M000384;15/11/2023;334,18
C001995;M000418;22/10/2024;3186,5
C000926;M000252;04/10/2023;2516,58
C000171;M000259;28/12/2024;2675,35
C000284;M000167;28/11/2024;9802,75
C000114;M000081;11/11/2023;6530,06
C000785;M000131;17/11/2024;9961,78
C000450;M000389;03/11/2023;3181,34
C001484;M000391;15/11/2023;1118,18
C000781;M000467;13/11/2023;9935,45
C001791;M000320;24/12/2023;1835,87
C001988;M000484;08/11/2023;7376,15
C000966;M000246;19/12/2023;2762,86
C000035;M000043;02/12/2023;6511,61
C001113;M000415;19/12/2023;6944,21
C001242;M000291;06/11/2023;7331,88
C001456;M000312;09/12/2024;3117,61
C000721;M000088;20/12/2023;5613,24
C000711;M000312;13/12/2023;3047,45
C000793;M000208;23/10/2023;365,21
C000625;M000020;12/11/2024;5202,32
C001007;M000210;01/11/2024;4504,47
C000041;M000209;31/10/2023;7127,88
C000566;M000468;10/12/2024;2421,12
C001629;M000246;26/12/2023;5234,08
C000304;M000088;17/11/2023;4143,48
C001456;M000275;06/10/2024;7434,1
C000554;M000218;24/11/2024;3440,17
C001641;M000446;28/12/2024;1888,86
C001328;M000188;23/11/2024;5234,19
C000672;M000153;17/12/2023;6907,55
C000286;M000061;16/12/2023;4246,34
C000340;M000297;16/11/2023;9311,51
C000099;M000367;10/12/2023;5676,92
C001067;M000003;25/11/2024;5418,65
C001979;M000428;26/10/2023;4072,54
C001109;M000142;03/12/2024;4422,11
C000144;M000179;23/11/2024;9780,78
C000076;M000199;10/12/2023;2300,78
C001819;M000429;15/12/2024;6065,03
C001230;M000252;07/11/2023;7383,44
C000072;M000156;23/12/2024;3556,21
C001492;M000057;07/10/2023;4065,34
C000053;M000029;02/12/2023;2828,58
C000897;M000440;08/10/2023;7138,59
C000624;M000167;06/12/2024;6854,87
C001556;M000145;13/10/2023;6367,61
C000109;M000302;14/12/2024;4374,64
C001918;M000443;30/12/2024;7297,34
C000993;M000083;16/10/2023;4736,37
C000178;M000354;13/11/2023;1993,74
C000580;M000440;25/12/2023;5172,5
C001797;M000123;31/10/2023;4605,47
C000517;M000285;23/11/2024;705,2
C000385;M000493;24/11/2024;2322,72
C000136;M000437;06/10/2024;138,36
C000979;M000375;02/10/2024;4096,47
C000942;M000481;23/10/2024;6949,39
C000970;M000162;13/12/2023;8234,32
C001249;M000138;07/12/2023;6142,07
C000198;M000476;27/12/2023;2784,85
C000202;M000036;07/12/2024;9838,6
C000220;M000042;10/11/2023;8871,73
C000158;M000078;27/11/2023;5553,77
C000820;M000449;24/12/2023;8483,05
C001381;M000036;31/10/2023;2183,41
C000809;M000279;18/10/2023;5325,89
C001813;M000342;29/11/2024;5287,9
C001281;M000398;04/12/2023;8682,14
C001317;M000027;26/12/2023;4108,8
C001639;M000008;23/10/2023;2879,98
C000845;M000303;15/11/2024;4056,91
C000786;M000033;21/11/2024;5450,48
C000537;M000244;02/10/2023;6298,25
C000772;M000100;29/11/2023;5216,99
C000851;M000075;10/10/2023;6951,0
C001713;M000214;21/12/2023;810,01
C000375;M000064;25/12/2023;588,02
C000471;M000406;30/10/2024;2257,74
C000107;M000394;01/11/2023;2549,71
C000995;M000352;09/11/2023;2576,83
C001645;M000481;06/12/2023;283,54
C000616;M000257;07/10/2023;5350,07
C001741;M000224;10/10/2023;5953,29
C000354;M000003;30/10/2024;6968,57
C000260;M000269;22/12/2024;9341,1
C000608;M000476;23/10/2024;530,04
C000906;M000322;10/11/2023;6397,4
C000793;M000409;28/10/2024;659,56
C000179;M000127;01/11/2023;3906,2
C001724;M000248;12/10/2023;1849,16
C000020;M000227;12/10/2024;8530,36
C000608;M000199;13/12/2023;7946,04
C001887;M000468;24/10/2024;4929,19
