cliente;prodotto;giorno;quantity
C001494;M000169;22/09/2023;9057,32
C000527;M000306;06/07/2023;3163,71
C001830;M000270;20/09/2023;1280,72
C000587;M000358;26/07/2023;7405,37
C001505;M000320;12/07/2024;850,89
C000660;M000493;25/07/2023;5424,63
C001530;M000434;29/08/2023;7532,7
C001338;M000055;23/07/2024;6583,88
C001766;M000007;11/09/2024;7874,67
C000111;M000008;08/08/2023;928,13
C000223;M000330;27/08/2023;3396,48
C000401;M000227;16/07/2023;4401,66
C001184;M000172;03/08/2024;1852,48
C001619;M000267;06/08/2023;7952,58
C000193;M000007;04/08/2023;6529,2
C001615;M000228;14/07/2023;4211,09
C001021;M000426;09/09/2023;4381,08
C000185;M000198;21/09/2023;8900,58
C001850;M000287;06/08/2024;3101,72
C001098;M000087;13/08/2024;245,02
C000106;M000074;19/09/2023;5820,59
C001207;M000234;11/09/2023;9580,09
C000725;M000448;22/08/2024;3515,24
C000238;M000012;15/07/2023;4324,03
C001152;M000184;31/07/2024;9156,3
C001276;M000060;20/07/2024;428,94
C001721;M000232;25/07/2024;7152,16
C000883;M000493;17/08/2024;7206,58
C001783;M000453;31/08/2024;1915,12
C001668;M000078;26/08/2023;2968,93
C001894;M000460;22/09/2023;3585,09
C000594;M000246;17/09/2024;7716,41
C001281;M000364;08/09/2023;1827,73
C000503;M000357;22/09/2023;258,27
C001427;M000245;25/07/2023;9082,3
C001673;M000279;18/07/2024;4869,47
C000977;M000258;30/09/2023;3996,36
C001602;M000095;07/09/2023;1427,62
C000733;M000281;07/07/2024;1967,79
C000515;M000233;06/09/2024;6317,6
C000012;M000327;07/09/2023;5285,26
C000198;M000178;12/09/2023;4125,25
C001234;M000213;16/07/2024;9862,19
C000645;M000134;05/07/2023;1346,99
C001369;M000315;17/08/2023;9611,58
C000847;M000429;13/07/2023;4803,33
C001190;M000171;28/08/2023;7648,48
C000451;M000062;28/08/2024;9416,15
C000941;M000187;18/07/2024;1162,36
C001529;M000265;21/09/2023;4360,35
C000197;M000299;12/08/2024;7841,6
C000980;M000161;17/07/2023;6787,38
C000634;M000248;08/07/2023;5188,35
C001990;M000034;02/07/2024;7568,62
C001698;M000309;10/09/2024;463,31
C000618;M000310;21/09/2024;5411,64
C000351;M000121;28/09/2023;248,32
C001227;M000327;07/07/2024;2858,13
C000147;M000412;04/09/2024;360,42
C001382;M000026;20/08/2024;8318,48
C000530;M000385;22/09/2024;9079,23
C001896;M000110;16/09/2023;1597,96
C000306;M000314;06/09/2023;3263,0
C000236;M000143;18/07/2023;2699,81
C001039;M000198;23/07/2023;8114,05
C001237;M000256;04/09/2023;7859,54
C000470;M000317;18/09/2024;5252,4
C001734;M000447;21/09/2024;8570,52
C000791;M000126;23/09/2023;3547,94
C001506;M000471;03/07/2023;8683,72
C001039;M000149;20/09/2023;5174,18
C000372;M000229;31/08/2024;8698,0
C000908;M000189;26/09/2024;8696,27
C001551;M000306;10/08/2024;1534,67
C000349;M000256;06/08/2024;9608,89
C000410;M000247;09/08/2023;2417,2
C000769;M000255;08/09/2024;6113,13
C001818;M000366;23/08/2024;3349,97
C001080;M000331;04/07/2023;706,75
C000005;M000142;20/08/2024;1493,69
C001647;M000110;17/09/2024;7599,84
C001312;M000307;14/09/2024;5769,16
C001409;M000071;12/08/2023;9403,47
C001181;M000440;21/08/2024;9868,33
C001687;M000108;27/07/2024;1661,55
C001980;M000047;12/07/2023;9952,32
C001699;M000176;19/07/2023;268,61
C001031;M000288;24/09/2024;6826,94
C000969;M000101;10/09/2024;7803,08
C001280;M000314;02/09/2023;6922,17
C001835;M000145;03/07/2024;7365,93
C000563;M000303;12/07/2024;212,34
C000999;M000186;04/07/2024;3682,07
C001743;M000356;26/09/2023;9245,56
C001372;M000200;27/07/2023;9831,76
C001613;M000154;10/07/2024;7068,39
C001789;M000033;29/08/2024;949,77
C000344;M000288;31/07/2023;1044,97
C000157;M000040;04/07/2023;3130,59
C000648;M000297;29/07/2023;9191,28
C001644;M000236;12/07/2023;9042,9
C001155;M000178;10/09/2023;6782,17
C001727;M000299;15/08/2024;1889,99
C000497;M000387;19/09/2024;2913,76
C000469;M000393;30/08/2023;2296,03
C001439;M000030;24/07/2023;3697,27
C001291;M000086;19/08/2024;5300,86
C001690;M000247;26/09/2024;4670,46
C001560;M000274;18/07/2024;1444,45
C001055;M000452;13/08/2023;1576,23
C000178;M000480;22/08/2024;7077,17
C001691;M000189;16/09/2023;4538,92
C001444;M000406;26/08/2023;8663,73
C000828;M000401;16/08/2024;3183,81
C001052;M000295;23/08/2024;5311,11
C000538;M000448;25/09/2023;5859,79
C001629;M000247;02/08/2024;7269,2
C001138;M000066;14/07/2024;864,73
C001094;M000037;17/09/2024;5453,32
C001547;M000178;08/08/2023;6294,86
C001818;M000381;11/08/2023;3793,72
C001550;M000055;08/09/2023;2755,16
C001601;M000333;08/09/2023;9234,79
C000001;M000371;06/07/2024;5598,88
C001351;M000120;09/08/2024;7462,76
C000851;M000391;20/09/2024;7024,87
C000650;M000267;25/09/2024;2079,68
C001022;M000127;22/08/2024;5511,1
C000471;M000263;16/07/2024;5188,04
C001006;M000345;10/07/2023;5428,86
C001524;M000229;02/08/2024;1692,31
C001827;M000329;10/09/2023;7551,48
C001021;M000369;23/08/2023;283,61
C001676;M000409;23/09/2023;2249,99
C000805;M000333;20/08/2024;2048,45
C000750;M000306;13/07/2023;2087,49
C001370;M000005;17/07/2023;3037,58
C001749;M000280;06/09/2023;7666,89
C001002;M000078;29/09/2023;7594,09
C000560;M000148;12/07/2024;4051,46
C001938;M000269;05/07/2024;8676,01
C001383;M000147;15/08/2024;6785,84
C001325;M000047;28/08/2024;7847,95
C001017;M000142;28/07/2023;8459,24
C000312;M000160;12/08/2024;9069,72
C000188;M000342;16/07/2024;2525,98
C001214;M000312;17/08/2024;4418,24
C000863;M000332;07/09/2024;993,45
C000868;M000227;03/08/2023;7108,88
C001221;M000049;06/09/2024;5980,66
C001289;M000207;09/07/2023;6608,95
C000939;M000120;05/08/2024;4477,58
C000503;M000447;22/07/2024;4282,7
C001444;M000272;03/09/2024;2333,73
C000725;M000038;30/07/2023;717,51
C001724;M000068;27/07/2024;9845,52
C000370;M000474;29/09/2024;6773,18
C001162;M000304;03/08/2024;2082,5
C001261;M000447;25/09/2023;8634,89
C001021;M000387;02/07/2024;1517,5
C000201;M000114;14/09/2023;4163,23
C001457;M000074;11/07/2023;8813,23
C000322;M000209;11/09/2024;2394,71
C001632;M000397;19/07/2023;5581,41
C001446;M000067;23/07/2024;5087,8
C000371;M000190;01/08/2023;1011,36
C000431;M000328;10/08/2024;315,08
C001531;M000467;19/07/2023;3610,31
C000994;M000261;15/08/2024;7597,94
C000220;M000029;22/09/2023;8639,02
C001094;M000326;02/07/2024;2392,18
C001430;M000453;01/07/2024;3051,93
C001645;M000337;21/09/2024;4198,58
C000712;M000028;26/07/2023;8445,6
C001761;M000294;25/09/2024;5065,13
C000644;M000466;26/09/2023;2209,94
C001308;M000172;29/08/2024;9368,0
C000689;M000464;29/08/2023;7999,56
C000121;M000356;23/07/2024;6788,16
C001902;M000242;18/09/2023;5116,13
C001175;M000440;11/09/2024;1631,08
C001458;M000162;21/09/2023;6447,34
C001256;M000059;13/09/2023;4366,39
C000979;M000405;01/08/2023;4800,31
C000133;M000249;08/09/2023;4563,7
C000187;M000125;08/09/2024;434,82
C001782;M000062;26/08/2023;1243,79
C000374;M000187;08/08/2023;3009,53
C000408;M000108;15/09/2023;2836,96
C001503;M000440;15/09/2024;6843,14
C001214;M000050;15/07/2023;3234,98
C001684;M000261;07/08/2023;9505,17
C000178;M000114;08/07/2024;8899,41
C001532;M000318;07/08/2024;5456,12
C001253;M000280;16/08/2024;2452,45
C000691;M000291;27/09/2024;3042,11
C000418;M000045;24/07/2023;5708,77
C001018;M000421;27/09/2023;8732,48
C000023;M000327;06/09/2023;809,78
C000492;M000136;16/09/2024;2365,94
C001337;M000226;27/08/2024;8934,04
C001867;M000190;24/08/2023;5043,08
C000844;M000239;07/08/2024;8206,96
C000249;M000293;17/08/2024;3388,22
C000379;M000487;03/09/2023;1490,4
C000189;M000282;17/07/2023;6127,86
C001127;M000143;02/08/2024;6127,87
C000764;M000101;30/07/2024;7110,49
C001478;M000233;05/08/2023;7521,47
C001036;M000042;23/08/2023;4125,66
C001149;M000082;27/08/2024;244,16
C001084;M000497;25/07/2023;8112,88
C001534;M000448;16/08/2024;1318,28
C000289;M000082;12/08/2023;2798,86
C001502;M000329;28/07/2024;1791,89
C000388;M000228;25/09/2023;8635,46
C001956;M000109;15/08/2024;5427,91
C001702;M000034;03/07/2024;4250,98
C000433;M000091;22/08/2023;7320,64
C001427;M000397;20/07/2024;9183,1
C000955;M000223;06/07/2023;1978,96
C001562;M000332;17/07/2024;900,95
C001171;M000355;15/09/2024;9769,84
C001502;M000017;26/09/2024;472,23
C001821;M000231;23/09/2023;7641,08
C000410;M000361;17/07/2023;5527,22
C001828;M000495;04/08/2023;9232,8
C001317;M000203;31/08/2023;9341,58
C000879;M000031;29/08/2023;2163,54
C001280;M000102;20/07/2023;4560,8
C000528;M000126;14/09/2023;6046,47
C001949;M000261;16/08/2023;9904,44
C000621;M000309;22/08/2024;9444,63
C000641;M000182;16/07/2024;2852,52
C001036;M000472;07/07/2024;9925,85
C000841;M000107;09/07/2024;5901,96
C000141;M000266;12/07/2023;1212,09
C001404;M000199;26/07/2024;5618,69
C000964;M000308;10/07/2023;6970,62
C000239;M000128;16/07/2024;3576,87
C000365;M000013;10/08/2024;8856,3
C001680;M000466;20/08/2024;6336,74
C001200;M000025;21/09/2024;172,65
C000254;M000264;17/09/2024;4067,13
C001433;M000306;19/08/2023;675,13
C000413;M000427;02/07/2024;4398,59
C001095;M000333;05/09/2023;8220,52
C001868;M000383;27/09/2024;1961,51
C000313;M000297;09/09/2024;7468,49
C001297;M000380;14/09/2023;1067,17
C000342;M000264;27/07/2023;7243,71
C000249;M000118;06/07/2023;2554,56
C001184;M000335;02/08/2023;5247,19
C001726;M000485;13/08/2023;5595,04
C001667;M000207;11/09/2023;9945,53
C002000;M000387;03/07/2024;2126,08
C001159;M000312;03/07/2024;8527,65
C001273;M000025;03/07/2023;1272,63
C000025;M000254;20/08/2024;3109,14
C001261;M000065;25/08/2024;653,17
C000340;M000189;10/09/2023;3864,0
C001724;M000103;28/09/2024;9353,48
C001320;M000117;02/09/2023;6448,94
C001964;M000372;30/07/2024;5832,86
C000721;M000121;29/09/2024;7805,04
C001514;M000169;20/09/2023;7053,49
C000770;M000355;27/07/2023;4898,11
C000780;M000277;24/09/2024;4227,32
C001895;M000239;25/07/2023;3822,44
C001356;M000044;30/08/2023;4942,6
C001762;M000310;17/07/2023;9786,84
C001896;M000071;31/08/2023;4019,59
C001212;M000329;04/09/2024;7192,24
C000166;M000212;05/07/2023;2696,31
C000019;M000364;04/08/2023;6747,52
C001377;M000257;25/09/2023;5250,68
C001464;M000046;02/07/2024;6412,35
C001427;M000392;08/09/2024;2968,82
C001690;M000481;22/08/2023;7585,73
C001757;M000033;27/08/2024;3843,45
C001932;M000406;06/07/2024;8770,09
C001958;M000385;23/08/2024;2347,86
C000078;M000355;26/08/2024;1091,44
C000280;M000211;26/09/2024;4665,06
C000069;M000160;28/08/2023;2408,59
C000345;M000048;02/08/2024;1005,95
C001822;M000382;21/07/2024;3496,53
C000930;M000038;14/09/2024;4134,15
C001599;M000204;14/07/2024;3107,1
C000207;M000171;17/09/2023;4526,12
C001087;M000112;31/07/2023;663,77
C000102;M000152;26/08/2024;6587,45
C001163;M000049;20/07/2024;8359,71
C001149;M000382;20/09/2024;7794,43
C001990;M000114;23/07/2024;3419,12
C001908;M000246;24/08/2023;2365,35
C000237;M000171;18/08/2024;6349,88
C001821;M000013;24/09/2023;2516,72
C001366;M000422;29/09/2023;4011,63
C001468;M000473;24/07/2023;2763,01
C001245;M000211;04/07/2023;4904,9
C000109;M000001;09/08/2023;4991,77
C000568;M000108;19/08/2023;2822,87
C000999;M000238;29/07/2023;3530,77
C001703;M000371;21/08/2024;9080,56
C001366;M000406;22/07/2024;5188,98
C000396;M000071;30/07/2024;8752,36
C000230;M000214;04/08/2024;3306,88
C001256;M000140;25/07/2024;457,27
C001336;M000219;03/07/2024;9343,1
C000486;M000168;15/09/2024;8707,34
C000070;M000367;02/07/2024;1829,88
C001811;M000341;02/08/2023;7082,25
C001123;M000029;21/07/2023;3065,4
C001069;M000091;22/08/2023;5376,03
C000592;M000097;20/07/2024;4693,84
C000702;M000392;25/08/2023;8972,55
C000004;M000464;24/07/2023;6110,42
C000387;M000023;12/09/2023;5211,51
C001599;M000473;10/09/2024;3985,31
C000204;M000337;14/09/2024;3750,26
C001493;M000110;04/09/2023;2573,67
C001995;M000129;06/09/2024;3208,25
C001308;M000282;01/08/2023;825,89
C000653;M000058;08/09/2024;5791,64
C001540;M000460;01/09/2024;2873,24
C000932;M000464;05/09/2023;177,77
C000767;M000154;02/07/2023;1105,72
C001464;M000174;20/07/2023;3827,25
C001253;M000392;22/09/2024;4769,2
C000108;M000013;12/09/2023;986,59
C001183;M000137;04/09/2024;7018,56
C000201;M000370;13/08/2024;1097,48
C000228;M000117;31/08/2024;5690,89
C001516;M000207;01/08/2023;1895,77
C000796;M000024;10/07/2023;4637,35
C000424;M000290;02/09/2024;1981,2
C000747;M000241;04/09/2023;5352,18
C001837;M000334;27/08/2023;4122,87
C001027;M000411;05/07/2023;7693,39
C000699;M000148;18/07/2023;4986,54
C001512;M000216;15/08/2023;3760,96
C001824;M000046;21/07/2023;8259,17
C001874;M000415;17/09/2023;9558,4
C001735;M000028;24/09/2023;8093,62
C000568;M000265;30/09/2024;2595,46
C001680;M000243;22/07/2023;3800,59
C001583;M000408;18/08/2024;961,87
C001012;M000406;02/08/2023;3621,0
C000201;M000046;07/09/2024;2947,11
C000482;M000352;10/07/2023;1364,46
C000809;M000433;20/07/2023;9622,99
C000465;M000049;14/09/2023;2424,28
C001900;M000212;01/07/2024;4551,77
C000089;M000453;06/08/2024;2531,28
C001580;M000153;11/08/2023;4081,57
C001632;M000472;04/09/2023;1548,76
C001240;M000269;08/09/2023;525,84
C000218;M000251;04/09/2024;7936,7
C001757;M000245;08/08/2024;527,07
C001510;M000386;04/07/2024;1236,94
C000383;M000311;05/07/2023;6324,41
C001300;M000117;06/07/2023;9764,98
C001990;M000418;07/07/2023;9037,87
C001738;M000135;23/08/2023;4421,8
C000686;M000074;31/07/2024;379,49
C001518;M000144;04/07/2023;5593,65
C001264;M000358;07/08/2023;7270,14
C000099;M000288;05/07/2024;6516,12
C000111;M000343;26/08/2024;1199,76
C001064;M000363;30/07/2023;8684,85
C000376;M000090;02/09/2023;7607,66
C001029;M000277;28/08/2023;1341,66
C001529;M000169;07/08/2023;520,66
C001995;M000119;03/08/2024;2688,53
C001176;M000217;10/09/2023;232,22
C000098;M000317;01/08/2024;7993,12
C001807;M000187;08/09/2023;9484,83
C000126;M000326;20/09/2024;5952,06
C001517;M000066;03/09/2024;3484,7
C000449;M000069;14/09/2023;7123,83
C000295;M000296;12/09/2024;8750,74
C001776;M000166;25/07/2023;2740,6
C001871;M000408;11/09/2023;8341,75
C001579;M000361;31/07/2024;9537,31
C000105;M000388;25/09/2023;2248,26
C000586;M000099;14/08/2024;9578,29
C001831;M000355;08/09/2023;6173,57
C000117;M000375;18/07/2023;5357,89
C000077;M000267;17/07/2024;8946,34
C001806;M000073;10/07/2023;3116,49
C001648;M000130;25/09/2024;2680,1
C000140;M000390;21/09/2023;6689,06
C001453;M000109;21/07/2024;8494,51
C000192;M000420;24/07/2024;7344,37
C001372;M000432;09/08/2024;1828,01
C000521;M000348;17/07/2024;7476,15
C000173;M000168;09/07/2024;1596,36
C000014;M000144;17/09/2024;7389,11
C000050;M000237;29/07/2023;8514,05
C000009;M000154;25/08/2024;4161,34
C000613;M000087;18/08/2023;5461,43
C000904;M000041;10/09/2024;1006,4
C000234;M000362;15/09/2023;4635,89
C001336;M000387;17/07/2023;5765,43
C001652;M000133;30/08/2024;6981,72
C001964;M000277;10/07/2023;9784,61
C001083;M000441;29/09/2024;8480,94
C000421;M000164;17/07/2023;9441,78
C001998;M000155;23/08/2024;9618,88
C000822;M000451;18/08/2024;9047,08
C000821;M000330;16/07/2024;5430,83
C000946;M000379;23/08/2024;4667,42
C001671;M000017;26/07/2023;196,56
C001641;M000341;13/09/2024;4303,47
C001585;M000292;22/09/2024;7723,95
C001547;M000119;20/09/2023;9693,53
C000699;M000061;17/08/2023;9948,67
C001318;M000061;10/08/2024;3926,42
C001173;M000240;30/08/2023;2547,94
C000303;M000328;19/08/2024;7961,37
C001823;M000017;02/07/2024;7193,69
C000927;M000187;25/08/2023;4848,61
C000643;M000209;06/07/2024;4541,75
C000078;M000095;17/09/2023;9468,47
C000737;M000322;03/07/2023;3744,67
C001451;M000369;24/09/2024;7265,48
C001488;M000346;11/09/2023;5967,25
C001269;M000174;16/07/2023;6785,46
C001040;M000085;07/07/2024;801,43
C001773;M000424;10/08/2024;8917,57
C000448;M000263;30/08/2023;2397,75
C000084;M000141;06/07/2024;5079,6
C000382;M000249;06/09/2024;6847,02
C000240;M000069;09/09/2024;7681,46
C000587;M000027;19/08/2023;3897,44
C001283;M000040;19/09/2023;6507,83
C000655;M000076;19/09/2024;9455,86
C000679;M000077;26/08/2023;9831,4
C000227;M000239;02/08/2024;9125,7
C000318;M000087;13/08/2024;5368,58
C001359;M000001;17/07/2023;7040,48
C000906;M000307;29/08/2023;6032,16
C000397;M000311;29/08/2024;5275,36
C000443;M000328;01/07/2023;4376,29
C001725;M000423;07/08/2024;3798,08
C001714;M000359;25/09/2024;5131,54
C001092;M000026;07/08/2024;8073,15
C001445;M000193;04/09/2024;6539,6
C000991;M000300;17/09/2023;3873,29
C001550;M000344;26/09/2023;7058,26
C000131;M000377;07/07/2023;8534,79
C001783;M000042;11/09/2023;9258,42
C000030;M000355;04/07/2023;3505,66
C000135;M000460;16/08/2023;7669,2
C000504;M000418;18/09/2024;6504,57
C000614;M000183;08/09/2023;5901,11
C001107;M000469;05/08/2023;9507,21
C001943;M000415;04/07/2023;6807,83
C000963;M000492;26/08/2024;5241,84
C000432;M000129;15/08/2023;9036,74
C001450;M000462;22/07/2024;6187,67
C001210;M000204;08/08/2023;5950,36
C000594;M000115;10/07/2023;6388,97
C001605;M000423;26/08/2024;7142,99
C000124;M000042;19/07/2024;7177,64
C000307;M000102;29/09/2024;3636,74
C001989;M000353;30/08/2023;3933,85
C000465;M000414;11/08/2023;7688,62
C001545;M000068;23/07/2024;2287,0
C001439;M000372;11/09/2024;6049,01
C000257;M000290;04/07/2023;9935,54
C001600;M000411;11/09/2023;1189,49
C000228;M000197;24/09/2024;2048,43
C000933;M000497;31/07/2024;2124,81
C001008;M000117;26/08/2023;1904,45
C000706;M000397;21/07/2023;4862,74
C001325;M000055;17/09/2023;5494,93
C001157;M000120;06/07/2023;2820,89
C000206;M000299;17/09/2023;5986,71
C000344;M000095;02/08/2024;5778,52
C001056;M000349;28/07/2023;3700,39
C001372;M000284;10/09/2023;1032,84
C001290;M000135;29/09/2024;9239,37
C000535;M000188;10/09/2024;243,95
C000919;M000019;01/09/2023;2268,68
C001919;M000494;02/09/2023;1357,16
C000078;M000288;15/08/2023;3765,03
C000367;M000209;08/09/2024;6080,36
C001583;M000130;19/07/2023;9952,71
C000379;M000089;30/07/2023;7390,11
C001156;M000033;16/09/2023;5227,04
C001319;M000459;23/08/2024;5678,8
C000065;M000495;09/08/2023;9771,32
C000037;M000338;24/08/2024;5085,6
C000376;M000038;30/07/2024;1372,81
C000867;M000439;24/08/2024;9121,32
C001378;M000388;14/08/2024;7941,27
C001031;M000311;19/08/2023;3730,77
C001760;M000171;09/08/2023;1346,98
C000763;M000136;27/09/2023;5909,17
C000006;M000141;21/08/2023;1600,42
C001965;M000381;19/08/2024;4363,96
C001586;M000292;03/07/2023;1907,3
C000519;M000142;06/07/2023;8163,29
C001650;M000314;03/07/2023;4153,09
C001551;M000132;28/07/2023;6618,71
C000946;M000127;22/09/2024;1103,13
C001998;M000498;02/07/2023;6093,81
C000433;M000314;24/09/2023;6591,35
C000555;M000333;02/08/2023;575,76
C000618;M000435;22/08/2023;5016,72
C000351;M000215;04/07/2024;7765,73
C000864;M000323;29/09/2024;6125,75
C000886;M000265;09/08/2024;213,01
C001521;M000153;04/07/2024;1742,98
C000275;M000369;09/09/2024;7142,04
C001444;M000287;08/07/2024;9618,98
C001943;M000476;13/07/2023;9981,84
C001142;M000421;09/07/2023;7977,2
C001566;M000422;08/09/2023;711,41
C001381;M000032;18/07/2023;5646,28
C001524;M000359;04/07/2024;4343,23
C001444;M000061;01/08/2023;7765,11
C001894;M000087;25/08/2023;7309,22
C000507;M000474;15/09/2023;5568,68
C001016;M000487;20/08/2023;3953,09
C000667;M000141;09/09/2023;7236,36
C001290;M000348;27/09/2024;584,4
C001027;M000366;12/09/2024;1063,57
C000338;M000234;14/09/2023;1296,26
C000297;M000224;20/09/2024;826,38
C000650;M000387;19/07/2023;4846,16
C000556;M000053;17/09/2024;1736,76
C001277;M000212;06/09/2024;7767,78
C001427;M000009;30/09/2023;4978,62
C000407;M000174;29/07/2023;9930,99
C001929;M000415;02/09/2024;645,32
C000359;M000195;23/09/2023;4487,88
C000851;M000332;05/08/2023;3550,73
C000064;M000211;23/08/2023;3860,85
C000560;M000467;28/09/2023;8054,41
C001013;M000021;03/09/2024;9750,28
C001703;M000095;24/08/2024;4320,15
C000010;M000186;30/07/2024;669,97
C000636;M000089;29/08/2023;1670,08
C000960;M000001;30/09/2024;3866,75
C000918;M000333;28/08/2024;3465,99
C001329;M000403;10/08/2023;2564,13
C001139;M000211;30/09/2023;9873,43
C001623;M000345;21/07/2023;1838,45
C001551;M000043;12/09/2023;9610,37
C001291;M000034;04/08/2023;6303,38
C001141;M000431;20/09/2023;3053,3
C000628;M000209;09/07/2024;7453,53
C000271;M000134;12/09/2023;1377,74
C000677;M000375;21/07/2024;8297,77
C000709;M000129;15/07/2023;5033,8
C000311;M000464;15/09/2023;7077,71
C000939;M000476;04/08/2023;4341,37
C001054;M000044;01/07/2023;2799,31
C001333;M000106;25/08/2023;1953,16
C001252;M000334;26/09/2023;3923,73
C000057;M000378;02/09/2024;7952,12
C001840;M000440;16/08/2024;4307,82
C000519;M000423;29/08/2024;812,93
C000512;M000157;09/08/2023;9590,57
C001664;M000109;23/08/2023;7305,26
C001133;M000171;29/09/2023;654,73
C001720;M000404;26/07/2024;7673,09
C000463;M000494;07/09/2023;382,51
C001278;M000121;07/07/2024;2354,04
C001022;M000133;01/07/2024;7392,17
C000752;M000381;14/07/2024;781,12
C000528;M000024;27/07/2023;4469,14
C001555;M000293;21/07/2023;2797,67
C001339;M000389;06/09/2023;6935,71
C000784;M000332;31/08/2024;6522,99
C000380;M000171;19/08/2023;5332,56
C001293;M000401;07/08/2024;7703,06
C001109;M000409;04/08/2023;2789,84
C000775;M000261;09/07/2023;895,65
C001833;M000274;17/08/2023;8249,69
C000229;M000083;31/08/2024;4053,5
C000059;M000474;26/08/2024;5513,37
C000157;M000260;02/08/2023;8727,19
C000761;M000285;30/09/2024;8896,8
C001870;M000171;18/08/2024;4112,11
C001096;M000355;02/07/2024;9433,47
C000449;M000114;16/07/2023;530,72
C000886;M000066;17/08/2024;1319,68
C000787;M000077;07/07/2024;3777,6
C001648;M000309;05/09/2023;3310,72
C000825;M000096;26/09/2024;6346,22
C000280;M000288;30/08/2024;7930,5
C001400;M000221;20/09/2023;8054,74
C001042;M000239;07/08/2023;3539,15
C001491;M000491;09/07/2023;3160,73
C000240;M000458;19/08/2023;5472,86
C001389;M000479;18/09/2024;1488,13
C000911;M000253;13/09/2024;3078,08
C000455;M000209;20/08/2023;184,35
C000451;M000476;01/09/2024;5023,56
C000422;M000400;28/08/2024;7494,86
C001921;M000237;20/07/2023;3665,83
C001526;M000185;20/08/2023;7263,09
C001734;M000167;01/09/2024;1021,96
C000067;M000238;16/07/2024;304,47
C001795;M000124;25/09/2023;2209,09
C000115;M000252;17/07/2024;7187,08
C000803;M000427;29/07/2023;5349,19
C001421;M000264;01/09/2024;7502,75
C001344;M000041;27/08/2023;7162,82
C000929;M000430;30/09/2024;427,49
C000025;M000421;16/09/2024;6551,28
C001651;M000229;01/07/2023;9592,77
C001630;M000493;17/07/2024;2808,21
C001410;M000293;01/09/2024;5461,31
C000358;M000180;25/08/2024;821,8
C001593;M000479;06/08/2023;843,49
C001289;M000358;23/07/2023;7377,67
C001167;M000324;27/07/2024;8779,09
C000150;M000015;03/07/2023;2745,71
C000988;M000447;10/07/2024;7228,13
C000061;M000325;08/07/2023;4304,79
C001037;M000234;07/09/2024;8268,09
C000126;M000298;12/07/2023;4206,11
C000186;M000208;25/07/2024;6315,51
C001288;M000393;28/08/2023;6365,14
C001125;M000126;18/08/2023;5138,0
C001764;M000210;06/07/2023;3013,36
C001651;M000359;21/08/2024;3209,27
C001412;M000131;16/09/2023;6519,45
C001257;M000242;30/08/2024;995,7
C000206;M000036;07/07/2024;4920,49
C001873;M000012;01/07/2024;2400,52
C001563;M000110;10/09/2024;374,81
C001894;M000481;05/09/2023;5033,94
C001411;M000459;17/07/2024;5904,39
C001847;M000483;27/07/2024;6232,88
C000719;M000016;12/07/2023;6733,94
C000935;M000223;16/09/2024;4505,25
C000169;M000430;22/07/2023;3282,91
C001001;M000138;05/09/2024;4026,89
C000285;M000192;31/07/2024;4401,38
C001274;M000447;18/08/2023;6165,41
C001357;M000452;04/09/2024;5555,22
C001242;M000321;07/09/2024;8552,45
C001858;M000158;24/08/2024;1026,18
C000837;M000393;08/08/2023;1448,11
C001714;M000127;27/08/2024;255,94
C000741;M000466;01/08/2023;7743,18
C000172;M000396;05/09/2023;7530,89
C000907;M000174;17/07/2023;5287,26
C001413;M000384;27/07/2023;6032,72
C001072;M000368;04/07/2023;3367,45
C001184;M000499;13/07/2024;573,07
C000697;M000323;16/08/2023;1379,4
C000118;M000178;18/09/2023;564,61
C000441;M000352;13/07/2024;6910,84
C000359;M000031;03/07/2023;1066,64
C001850;M000028;03/07/2024;9409,97
C000407;M000381;21/08/2024;6656,98
C001981;M000314;14/09/2024;620,13
C001656;M000449;19/07/2023;2520,32
C000071;M000391;17/08/2023;4227,3
C000477;M000395;27/07/2023;1878,01
C001075;M000257;27/09/2023;3026,06
C000353;M000006;04/07/2023;1808,06
C001016;M000103;04/08/2024;6759,11
C000009;M000036;15/09/2023;8971,41
C001702;M000314;08/08/2024;1991,69
C001050;M000260;09/07/2023;7220,69
C000842;M000327;22/09/2023;2374,19
C000172;M000120;06/07/2024;8731,86
C000381;M000168;20/07/2024;3829,1
C000211;M000496;07/08/2023;3771,9
C000163;M000077;20/08/2024;2782,32
C001390;M000423;05/08/2024;2005,15
C000845;M000283;25/09/2024;5842,34
C001963;M000057;22/08/2024;8551,48
C001667;M000370;23/08/2023;6605,08
C001580;M000419;10/08/2024;6952,25
C000505;M000211;09/07/2023;9736,47
C000625;M000012;22/07/2023;3580,55
C000274;M000096;16/08/2023;3837,13
C001299;M000094;03/07/2023;8886,18
C001752;M000048;13/07/2024;5438,37
C000931;M000347;01/08/2023;6148,66
C000289;M000234;24/07/2023;9958,66
C001425;M000060;12/09/2024;2279,19
C001973;M000246;05/09/2023;2552,51
C000271;M000260;12/09/2023;2489,56
C001211;M000390;09/09/2024;2631,43
C000164;M000005;05/08/2024;7970,93
C000942;M000339;03/09/2023;7829,6
C000200;M000039;29/08/2024;738,5
C001503;M000037;03/09/2023;4319,55
C001894;M000376;21/07/2024;970,0
C001253;M000487;05/08/2024;9598,48
C001815;M000007;12/09/2023;6578,91
C001394;M000377;10/07/2024;9132,03
