cliente;prodotto;giorno;quantity
C001493;M000091;13/02/2023;7612,25
C000644;M000435;13/03/2024;5458,8
C001344;M000283;28/09/2024;1374,02
C000301;M000395;17/11/2024;3496,52
C000988;M000073;16/08/2024;8783,1
C000966;M000367;18/12/2024;4796,33
C001230;M000262;06/09/2023;7642,25
C000470;M000139;14/10/2023;9180,44
C000170;M000131;05/01/2023;1442,78
C001460;M000251;15/06/2023;4271,82
C000922;M000392;24/04/2023;4447,38
C001248;M000157;28/07/2023;5103,13
C000148;M000353;16/11/2023;9577,46
C000293;M000013;23/02/2023;1959,19
C001028;M000101;13/06/2023;4699,41
C000517;M000191;29/06/2024;9145,52
C001089;M000465;23/06/2024;1917,98
C000765;M000089;13/01/2023;4888,02
C001386;M000255;12/07/2023;6793,04
C001310;M000454;26/03/2023;1736,64
C001247;M000017;14/02/2023;4848,44
C000649;M000268;10/12/2023;8910,69
C000942;M000083;19/09/2024;1999,7
C000809;M000424;30/09/2024;8429,18
C001872;M000470;11/04/2024;974,26
C000992;M000082;02/12/2024;1599,32
C000664;M000299;12/03/2023;8696,59
C000292;M000445;09/11/2023;5813,89
C001713;M000224;02/09/2024;6282,65
C001926;M000429;23/12/2024;146,89
C001858;M000296;05/01/2024;7274,08
C001777;M000151;06/03/2023;2208,93
C000086;M000194;28/11/2024;1299,14
C000593;M000327;17/02/2023;8989,0
C001543;M000061;13/04/2023;9470,74
C001650;M000342;19/01/2023;6229,08
C001259;M000399;07/07/2023;4949,85
C000040;M000422;25/03/2023;2582,83
C001529;M000421;10/11/2024;4370,71
C000434;M000422;29/03/2023;5378,68
C000629;M000210;11/06/2024;9155,08
C001929;M000232;15/12/2023;8128,44
C000424;M000443;03/10/2024;9213,0
C001956;M000348;20/02/2024;5063,58
C000559;M000266;23/04/2023;4941,74
C001522;M000421;07/07/2023;101,17
C000185;M000245;07/02/2023;7080,59
C000973;M000261;19/02/2023;9254,02
C000567;M000078;23/11/2024;1877,69
C001895;M000249;04/04/2024;5349,1
C001397;M000279;09/03/2024;4606,46
C000026;M000057;14/05/2023;8237,54
C000290;M000445;24/07/2023;4753,38
C001336;M000399;09/12/2024;8822,3
C000156;M000139;22/11/2024;1988,77
C001359;M000333;02/09/2024;4432,78
C001092;M000078;20/06/2024;1216,61
C000640;M000226;04/06/2023;7265,13
C000973;M000375;15/06/2023;5653,79
C001216;M000175;28/07/2024;6983,82
C001492;M000054;05/09/2023;8625,7
C000489;M000412;13/07/2024;8671,54
C001963;M000072;30/11/2023;4012,41
C001800;M000129;29/12/2023;8879,74
C000146;M000405;07/07/2023;3348,3
C000516;M000361;05/10/2023;1968,29
C001355;M000320;06/10/2024;4604,89
C000438;M000185;24/05/2023;1982,79
C001413;M000037;03/04/2023;3006,89
C000531;M000043;17/08/2023;5482,8
C000033;M000058;30/01/2024;1028,44
C000164;M000376;25/01/2023;685,35
C000081;M000302;01/04/2024;4324,29
C000556;M000319;02/01/2024;144,1
C001632;M000182;09/06/2024;2813,98
C001012;M000463;06/08/2024;6315,77
C000092;M000259;28/10/2024;5994,97
C001998;M000458;04/12/2023;6592,82
C001607;M000421;02/04/2023;2239,49
C000327;M000309;17/08/2023;1956,62
C000248;M000029;03/10/2024;4223,05
C000296;M000336;01/06/2023;683,15
C001395;M000343;09/03/2023;8770,39
C001246;M000392;06/02/2023;1822,56
C000191;M000267;08/08/2024;7652,5
C001827;M000472;27/01/2023;2039,41
C001805;M000051;19/10/2024;2220,62
C000229;M000118;20/05/2023;7095,39
C000578;M000128;21/11/2024;9503,49
C001612;M000270;18/08/2024;5403,84
C001887;M000359;27/10/2024;928,2
C000912;M000460;27/05/2023;5347,63
C001225;M000412;28/09/2024;3549,48
C001260;M000417;01/01/2023;5567,07
C001042;M000315;10/12/2023;5431,06
C000864;M000097;23/07/2024;4877,41
C000729;M000394;20/03/2024;1991,5
C001796;M000143;19/03/2024;6400,15
C000590;M000076;02/10/2024;1364,06
C000998;M000127;20/03/2024;9635,38
C000007;M000033;31/03/2024;7576,27
C001337;M000484;03/01/2023;4724,93
C001903;M000328;16/06/2024;6105,41
C001803;M000267;05/02/2023;2246,03
C000824;M000030;26/06/2024;255,03
C000247;M000128;23/04/2024;9196,84
C000048;M000120;04/05/2023;6643,17
C000976;M000425;29/11/2024;443,42
C001309;M000401;08/06/2023;5968,76
C001945;M000094;06/05/2024;4940,62
C000396;M000112;01/04/2023;6898,61
C001658;M000348;19/08/2024;6299,52
C000599;M000385;09/05/2023;7163,68
C000203;M000004;14/12/2023;3136,21
C000655;M000485;05/07/2023;4633,68
C000656;M000264;24/06/2024;3810,61
C001199;M000410;28/10/2024;7203,07
C000844;M000036;19/02/2024;6235,61
C001266;M000161;08/11/2024;6663,73
C001660;M000214;30/10/2024;4598,47
C000435;M000281;04/02/2024;3417,48
C000166;M000160;13/05/2023;648,8
C001157;M000072;31/12/2024;3172,5
C001432;M000279;13/05/2023;351,86
C000896;M000148;29/08/2024;3813,99
C000681;M000395;19/05/2024;5551,28
C000737;M000353;10/08/2023;4781,07
C001791;M000360;31/12/2024;5813,66
C000526;M000131;12/07/2023;2665,0
C001091;M000024;09/04/2023;2809,86
C000555;M000229;31/01/2023;2148,27
C000777;M000282;22/06/2024;8518,3
C000487;M000108;28/09/2024;3685,02
C001056;M000425;06/08/2024;439,81
C001921;M000416;01/03/2023;768,0
C000309;M000011;06/08/2023;9231,1
C000700;M000233;02/03/2023;8860,25
C000397;M000057;22/06/2024;9973,39
C000356;M000419;10/05/2023;723,24
C001039;M000200;05/04/2023;7667,04
C000997;M000029;08/02/2024;5649,78
C001481;M000392;24/05/2023;7548,67
C000440;M000107;17/09/2024;5871,71
C000369;M000105;01/03/2023;1120,02
C001352;M000191;14/09/2023;9276,1
C001732;M000437;02/07/2023;4288,11
C000657;M000251;24/02/2023;7168,83
C001761;M000131;05/03/2024;2910,54
C000570;M000245;01/08/2024;9363,22
C000697;M000311;29/05/2024;6181,56
C000544;M000311;01/04/2023;6692,45
C000605;M000147;16/03/2024;8946,15
C001537;M000110;22/10/2024;7097,2
C001355;M000171;27/01/2024;3624,7
C001088;M000448;21/12/2023;2308,1
C000125;M000495;31/07/2024;4387,49
C000284;M000380;01/11/2023;8972,8
C001280;M000451;26/04/2023;9531,36
C001389;M000403;23/03/2023;4364,54
C001727;M000469;17/02/2024;9667,73
C000031;M000360;29/06/2024;1434,81
C001583;M000058;24/08/2023;5135,53
C000767;M000012;01/04/2024;2801,42
C000777;M000256;05/08/2023;7569,12
C000679;M000404;18/09/2023;1833,24
C001243;M000137;13/12/2023;1903,0
C001975;M000470;06/10/2024;615,53
C001680;M000125;22/04/2023;8598,61
C000949;M000410;05/09/2024;4231,63
C001670;M000443;21/09/2023;6881,96
C000573;M000234;18/06/2023;4392,63
C001243;M000445;16/11/2023;3722,34
C000472;M000335;04/12/2023;8963,69
C000482;M000251;23/05/2023;5305,29
C000048;M000420;02/01/2024;2075,7
C000149;M000113;26/06/2023;3787,34
C001230;M000478;28/08/2023;9173,87
C001643;M000051;17/07/2023;6655,49
C001373;M000209;08/12/2023;8444,54
C000049;M000275;02/11/2023;8275,4
C000309;M000092;06/06/2023;2768,77
C000544;M000232;23/03/2023;8390,88
C001330;M000070;28/06/2024;3591,66
C001156;M000047;16/06/2024;3141,31
C001999;M000420;01/10/2024;184,02
C001284;M000039;29/05/2024;8226,25
C000719;M000273;08/06/2024;8353,74
C001986;M000034;15/04/2023;6598,32
C000883;M000022;10/07/2024;5071,73
C000523;M000403;11/04/2023;3246,96
C000429;M000167;07/07/2023;1532,81
C001094;M000227;11/06/2024;4683,14
C000836;M000124;21/02/2023;7812,58
C000329;M000351;13/01/2024;1515,9
C001144;M000333;05/05/2024;7518,8
C000598;M000267;11/04/2023;8684,1
C000556;M000494;30/12/2024;6000,37
C001864;M000094;08/08/2023;3234,23
C000727;M000481;08/07/2023;9506,49
C001092;M000258;07/11/2023;2050,31
C000424;M000347;31/07/2023;2849,41
C001661;M000250;12/12/2023;5454,36
C000156;M000142;03/07/2024;5940,44
C001583;M000333;13/07/2023;6634,57
C001051;M000476;21/02/2023;5803,97
C001207;M000276;23/06/2023;1294,16
C001355;M000412;22/03/2024;295,12
C000030;M000339;19/05/2023;4256,23
C001640;M000433;03/08/2024;9231,38
C001258;M000061;23/03/2024;8219,49
C001717;M000055;12/12/2023;1792,88
C000811;M000384;08/03/2024;2266,94
C001936;M000369;28/10/2024;8266,77
C000798;M000161;25/04/2024;5762,39
C000960;M000268;04/11/2024;5226,03
C000089;M000372;08/05/2023;4809,47
C000687;M000293;28/10/2024;7532,66
C001041;M000420;12/04/2023;9192,98
C001388;M000243;07/09/2024;5113,5
C000090;M000493;27/11/2023;9202,22
C001442;M000498;05/10/2024;1113,85
C000517;M000009;26/11/2024;2123,2
C000058;M000360;20/08/2024;5413,46
C000235;M000223;15/07/2024;8014,89
C000260;M000232;20/01/2024;3928,4
C001450;M000299;11/10/2024;4120,16
C000661;M000227;17/07/2023;4569,68
C000175;M000213;14/11/2023;7457,22
C000542;M000473;29/05/2023;3278,79
C000543;M000110;08/08/2023;7859,73
C000699;M000069;31/10/2023;3603,59
C000761;M000215;01/04/2024;8971,55
C001965;M000058;15/03/2024;8949,89
C001973;M000158;10/08/2024;1017,8
C000480;M000398;15/06/2024;9220,61
C001079;M000215;23/09/2024;3772,94
C000999;M000322;09/04/2024;5884,67
C001366;M000140;30/06/2023;7024,95
C001019;M000405;13/04/2023;7128,54
C000933;M000062;28/10/2024;4941,26
C001497;M000276;19/05/2023;932,75
C001051;M000395;09/11/2023;461,76
C001766;M000190;03/11/2024;658,6
C000335;M000021;18/06/2023;3629,57
C000861;M000050;01/01/2024;2745,23
C000402;M000014;02/02/2024;2374,21
C000403;M000117;23/03/2023;4056,79
C001994;M000174;19/08/2024;1435,91
C001805;M000351;06/10/2023;3108,88
C000722;M000495;02/10/2024;8010,09
C000302;M000096;20/01/2023;4859,83
C001954;M000231;04/02/2024;1198,45
C001588;M000404;29/05/2024;421,27
C000381;M000243;16/10/2024;2995,7
C000650;M000030;22/11/2023;9050,11
C001577;M000151;06/01/2023;7171,18
C000061;M000453;01/04/2023;6334,5
C000835;M000194;29/08/2024;6850,51
C000765;M000316;11/12/2023;9539,09
C000074;M000396;26/09/2024;3389,4
C000737;M000493;07/01/2024;2549,82
C000455;M000294;10/03/2023;5310,52
C000084;M000311;03/06/2024;5210,33
C000332;M000283;15/07/2023;2244,46
C001287;M000483;26/10/2023;9818,45
C001791;M000281;24/04/2023;569,58
C000144;M000410;26/09/2024;6911,7
C001407;M000248;16/05/2023;701,58
C000994;M000479;17/05/2023;8055,0
C000639;M000070;21/01/2024;9680,75
C001901;M000462;25/11/2024;6898,35
C000701;M000092;14/09/2024;1794,08
C000220;M000334;24/06/2023;1867,45
C000690;M000064;21/07/2023;8514,25
C001084;M000054;10/11/2024;2450,27
C001665;M000125;27/07/2023;9183,15
C000173;M000299;11/01/2023;1014,49
C000928;M000421;08/01/2023;7346,76
C000354;M000389;04/05/2023;7610,27
C000785;M000449;14/05/2024;244,52
C001586;M000081;24/04/2024;7566,27
C000401;M000456;19/09/2023;6512,24
C000568;M000244;08/07/2024;1599,74
C001067;M000394;02/07/2024;5163,39
C000091;M000137;28/04/2024;3163,87
C000789;M000015;17/11/2024;6666,45
C000131;M000364;06/11/2023;9657,87
C000782;M000093;07/12/2024;2864,27
C000125;M000007;16/12/2023;2189,25
C001674;M000333;20/06/2023;6889,51
C001104;M000041;15/04/2024;5351,12
C001493;M000182;27/04/2024;2128,75
C000760;M000305;15/05/2024;9069,96
C000467;M000012;04/09/2024;1146,15
C000950;M000436;02/03/2023;6305,52
C000137;M000482;10/03/2023;6992,25
C000084;M000474;13/09/2023;3019,04
C001302;M000062;08/04/2024;7654,78
C001292;M000459;16/08/2023;8888,52
C001391;M000051;17/05/2023;4378,97
C000563;M000321;12/03/2024;7584,89
C000227;M000373;01/12/2024;5039,86
C000777;M000194;06/11/2024;9965,61
C001164;M000496;23/09/2023;7471,53
C001945;M000117;24/06/2024;2049,9
C000788;M000157;12/03/2023;6617,18
C000244;M000323;23/11/2024;614,48
C001870;M000431;01/11/2024;3928,75
C001431;M000332;25/11/2024;7204,25
C000942;M000039;06/11/2023;8775,97
C001677;M000255;10/06/2024;5988,64
C001214;M000150;19/02/2023;1533,56
C000642;M000250;14/01/2024;3045,62
C001783;M000443;07/11/2023;9037,47
C000602;M000055;23/05/2024;4201,82
C000105;M000160;02/04/2024;5845,24
C000845;M000074;01/03/2023;3799,12
C000865;M000085;28/06/2023;870,39
C000572;M000073;20/12/2024;2633,62
C000030;M000256;02/05/2024;7187,61
C000518;M000148;04/06/2023;9847,31
C001838;M000083;24/11/2023;789,97
C000778;M000437;17/09/2023;8118,75
C000685;M000466;15/08/2024;2191,62
C000234;M000282;16/12/2024;5916,17
C001813;M000061;17/10/2023;9648,16
C001235;M000052;15/07/2024;9351,89
C001177;M000036;12/05/2023;5603,69
C000608;M000312;09/04/2023;1032,43
C001734;M000142;17/06/2024;7792,79
C001894;M000492;14/11/2023;2524,66
C001336;M000174;08/01/2024;3427,65
C001221;M000033;08/12/2024;2940,44
C000162;M000089;16/01/2023;9337,06
C001258;M000254;02/10/2024;8109,95
C001998;M000250;08/03/2023;6812,1
C000221;M000186;13/11/2024;6914,77
C000313;M000216;24/04/2024;6008,6
C001015;M000229;20/06/2024;7848,05
C001740;M000115;10/02/2024;8940,6
C000535;M000001;04/07/2024;1106,97
C000221;M000110;15/09/2024;3475,69
C000466;M000428;08/06/2024;2632,04
C001249;M000140;23/02/2024;4620,19
C001643;M000145;03/07/2023;6540,76
C001589;M000146;25/01/2024;4888,33
C001850;M000147;15/06/2024;6778,7
C001774;M000458;25/03/2023;865,06
C000153;M000080;12/01/2024;7489,2
C000235;M000304;08/02/2024;5615,98
C001912;M000248;28/12/2024;9680,54
C001008;M000013;21/09/2024;1623,06
C000116;M000254;16/11/2024;8799,07
C000167;M000106;24/11/2023;5442,76
C000066;M000072;04/09/2023;1811,63
C001956;M000045;10/01/2024;2414,81
C001623;M000237;12/07/2023;8868,05
C000628;M000480;22/11/2023;4678,25
C001057;M000089;20/10/2023;5547,44
C001904;M000453;29/03/2024;5506,18
C001095;M000063;12/05/2023;5638,4
C000509;M000218;07/04/2023;7609,78
C001162;M000447;19/03/2023;8757,2
C001101;M000023;03/06/2024;2598,77
C000045;M000249;09/06/2023;4194,24
C001137;M000439;23/05/2024;1613,32
C001358;M000125;19/03/2023;6899,06
C000711;M000060;31/07/2023;2067,34
C000568;M000100;11/06/2024;9616,18
C001421;M000476;04/04/2023;1919,72
C001244;M000052;04/02/2023;9331,23
C001086;M000481;20/05/2024;811,2
C000154;M000317;29/10/2024;8941,17
C001468;M000330;27/07/2023;7204,07
C001632;M000420;10/01/2023;8350,64
C001324;M000349;16/02/2023;8367,17
C000865;M000425;12/04/2024;2420,05
C000144;M000290;09/07/2024;3820,26
C001235;M000363;26/06/2023;3894,06
C001653;M000218;04/07/2024;1025,27
C001801;M000139;01/05/2024;2653,32
C000331;M000094;16/11/2023;8229,08
C000317;M000266;08/09/2024;4569,71
C000255;M000421;21/09/2023;108,35
C001392;M000451;19/03/2023;6323,09
C000365;M000142;17/06/2024;6508,36
C000907;M000008;09/02/2023;749,41
C000080;M000412;08/06/2024;6068,54
C000326;M000304;06/08/2023;1105,21
C000064;M000457;27/08/2024;7427,96
C001445;M000211;16/07/2024;3837,83
C000679;M000472;16/06/2023;2794,15
C000906;M000047;24/07/2024;2962,52
C001437;M000025;10/05/2023;3868,05
C001110;M000273;17/10/2023;2365,88
C001042;M000484;15/07/2024;6297,8
C001397;M000018;16/10/2024;5868,85
C000885;M000470;13/05/2024;6643,61
C001363;M000306;02/06/2024;8239,41
C000806;M000116;19/05/2024;2940,73
C001062;M000054;08/08/2023;9834,24
C001489;M000162;09/08/2023;1831,67
C000800;M000478;08/08/2024;9190,45
C000375;M000181;16/06/2024;6733,85
C001977;M000180;27/04/2024;8407,47
C001466;M000387;01/04/2023;1830,71
C000274;M000248;27/12/2024;6490,37
C001623;M000329;20/08/2023;7610,2
C001995;M000252;29/05/2023;1274,66
C001843;M000374;04/01/2024;7608,47
C001291;M000020;11/05/2023;2103,4
C001679;M000173;26/09/2023;8020,43
C000552;M000316;22/11/2024;2746,55
C001680;M000202;08/01/2023;7921,53
C001924;M000221;23/11/2023;8120,06
C001945;M000070;07/10/2024;5445,54
C001402;M000191;07/11/2024;126,81
C001085;M000316;24/10/2024;4191,56
C000505;M000429;04/10/2023;4670,98
C000047;M000318;18/02/2024;9384,82
C000526;M000171;26/10/2024;3837,18
C000605;M000239;06/07/2023;402,31
C001644;M000141;09/07/2023;8995,54
C001616;M000156;14/05/2024;2502,51
C001201;M000272;05/05/2023;9189,93
C000773;M000451;15/11/2023;9625,29
C000982;M000035;07/05/2023;2656,94
C000641;M000270;23/01/2024;7256,38
C000030;M000436;08/12/2023;8089,09
C001790;M000403;21/07/2023;2116,6
C001413;M000140;21/12/2024;3334,0
C000955;M000118;02/03/2024;8279,89
C001489;M000459;07/03/2023;2694,46
C001241;M000484;21/06/2024;5903,89
C000327;M000358;14/03/2023;3571,1
C000400;M000120;14/01/2024;3090,88
C001089;M000177;02/09/2024;5502,23
C001514;M000373;19/06/2023;5664,48
C001096;M000419;21/06/2024;1509,72
C000994;M000268;31/10/2024;5691,58
C001564;M000230;23/03/2023;1152,39
C000464;M000206;04/05/2024;3972,77
C000738;M000488;05/07/2023;3010,72
C000265;M000142;07/04/2024;935,79
C000840;M000052;16/04/2023;6464,56
C001838;M000411;05/02/2024;3168,93
C000288;M000074;26/09/2024;7441,23
C001455;M000404;03/04/2024;5002,84
C001559;M000298;26/06/2023;5864,38
C001810;M000020;06/01/2024;4630,42
C000327;M000228;13/07/2023;7399,56
C000872;M000244;19/09/2023;3607,89
C001929;M000222;14/07/2023;1824,27
C001764;M000283;02/08/2024;3809,43
C000068;M000033;12/06/2024;9105,5
C001484;M000245;11/08/2024;7201,07
C001054;M000207;25/03/2023;1744,36
C001495;M000292;31/03/2023;9877,34
C000256;M000325;01/11/2023;9249,06
C001943;M000371;02/01/2024;4646,32
C000989;M000079;07/05/2024;595,87
C000942;M000346;15/08/2023;646,29
C001733;M000192;28/02/2024;5406,98
C001434;M000018;06/04/2024;1717,28
C001955;M000191;03/11/2024;9014,35
C001106;M000393;24/02/2024;521,69
C000373;M000111;29/11/2024;7732,46
C001892;M000071;01/10/2023;7153,35
C000946;M000191;19/07/2023;844,97
C000365;M000079;26/08/2024;1176,03
C001750;M000028;04/08/2023;1616,9
C001331;M000427;18/09/2024;210,17
C001928;M000175;06/04/2024;6038,98
C000051;M000163;08/05/2023;2465,56
C000652;M000379;06/09/2023;7155,63
C001664;M000027;13/12/2023;355,12
C000533;M000012;23/08/2023;746,26
C000280;M000427;22/01/2024;4476,44
C000777;M000334;29/05/2024;4331,5
C001540;M000186;10/10/2024;2231,19
C001065;M000146;16/06/2023;9767,87
C000666;M000370;10/07/2024;3710,28
C001371;M000254;26/07/2024;6387,08
C000691;M000369;11/04/2024;6900,28
C000877;M000452;06/10/2023;3667,77
C001368;M000442;24/01/2024;9769,87
C001757;M000165;31/12/2023;3470,9
C001223;M000144;11/08/2023;3396,54
C001889;M000344;07/10/2023;3754,12
C001186;M000420;13/12/2023;5322,97
C001348;M000303;21/11/2023;4694,81
C000975;M000396;04/02/2024;8539,77
C000808;M000081;15/08/2024;5884,38
C000646;M000137;22/10/2023;1004,54
C000848;M000193;05/09/2023;7118,94
C000889;M000434;23/02/2024;5909,6
C000246;M000019;19/11/2023;395,11
C000506;M000141;12/01/2024;6234,16
C000502;M000411;23/02/2023;6943,48
C000314;M000063;03/12/2023;7410,97
C000504;M000008;31/07/2023;498,53
C000010;M000087;08/09/2023;2644,27
C000666;M000147;04/08/2023;2900,18
C001817;M000276;06/08/2023;404,12
C000230;M000095;11/09/2023;1740,1
C000754;M000086;04/11/2024;8112,82
C001219;M000278;02/05/2023;2703,32
C001399;M000371;08/04/2023;7505,32
C000336;M000156;22/05/2024;8658,3
C001086;M000359;24/06/2023;5191,91
C000264;M000320;15/06/2024;9468,03
C001393;M000144;26/02/2024;8089,7
C000713;M000214;15/05/2024;6264,22
C001742;M000290;17/05/2024;5472,19
C001005;M000227;15/08/2023;6898,28
C001683;M000142;24/05/2023;5131,14
C001646;M000378;07/06/2024;2667,92
C000602;M000384;27/11/2024;590,28
C000829;M000373;13/06/2023;3559,76
C001254;M000353;16/10/2023;3416,7
C000284;M000137;18/03/2024;6049,02
C001511;M000214;20/11/2024;9076,6
C001327;M000046;19/07/2024;2854,79
C001988;M000157;16/03/2024;4890,24
C000588;M000254;01/11/2024;8249,4
C001085;M000415;30/10/2024;3200,41
C001788;M000001;29/07/2023;277,48
C001847;M000083;28/01/2023;1416,93
C000173;M000034;08/01/2023;6326,8
C001343;M000455;04/05/2024;8602,92
C000214;M000429;11/05/2023;9165,01
C001519;M000298;17/11/2024;5192,21
C000858;M000087;16/05/2024;9120,46
C000495;M000241;27/08/2023;2227,44
C001586;M000412;08/04/2024;6167,48
C000455;M000313;06/08/2024;1509,45
C001903;M000163;29/01/2024;6414,09
C000791;M000200;26/02/2024;3286,42
C001960;M000029;05/10/2023;6750,48
C001373;M000308;15/07/2023;4214,34
C001417;M000341;28/04/2023;2470,71
C000725;M000157;25/12/2023;4207,22
C001466;M000418;17/03/2024;993,42
C001940;M000269;08/02/2023;7159,37
C000064;M000263;24/10/2023;7307,35
C000576;M000175;01/10/2023;3781,26
C000398;M000160;18/12/2023;5157,29
C000872;M000031;07/01/2023;3186,66
C001022;M000174;22/11/2023;4465,25
C001172;M000269;05/04/2024;9654,19
C000182;M000424;04/12/2024;5545,13
C000104;M000168;20/12/2023;2043,7
C001585;M000497;23/09/2023;5330,7
C000839;M000274;12/05/2023;9464,37
C001425;M000477;03/09/2023;8353,38
C000870;M000074;01/01/2023;3710,77
C000523;M000306;19/12/2024;1837,64
C001269;M000076;30/11/2023;3624,05
C000363;M000357;15/08/2023;6582,53
C001882;M000388;29/09/2024;2230,45
C000726;M000173;06/01/2024;2317,0
C001153;M000293;14/09/2024;9596,98
C000402;M000158;01/06/2023;9064,57
C000215;M000479;07/01/2023;6385,21
C001061;M000059;02/12/2024;4076,76
C000894;M000163;12/11/2023;8027,76
C001515;M000316;08/08/2023;2740,65
C000050;M000347;06/11/2023;1140,9
C001443;M000487;01/06/2024;5463,85
C000833;M000401;30/12/2023;8896,8
C001589;M000037;19/11/2024;8272,01
C001849;M000167;29/05/2023;7984,4
C000117;M000174;27/07/2023;2563,72
C001086;M000146;09/12/2024;3222,95
C001755;M000099;13/01/2024;8105,78
C000082;M000105;12/09/2024;5968,29
C001043;M000476;11/10/2024;5503,47
C001638;M000154;24/09/2024;1764,31
C000409;M000097;21/09/2023;7576,72
C001232;M000399;06/06/2024;4661,69
C000499;M000001;17/04/2023;1360,3
C001345;M000195;07/10/2024;6563,1
C001629;M000030;25/03/2024;955,4
C001504;M000210;20/07/2024;544,11
C001518;M000274;01/07/2023;6614,79
C000722;M000241;26/01/2023;4374,79
C001067;M000079;05/04/2024;4089,03
C000877;M000196;26/06/2023;7198,41
C000280;M000445;03/04/2024;2505,53
C001053;M000025;14/10/2024;7368,77
C000185;M000134;04/09/2023;2295,9
C001374;M000496;09/07/2023;1725,66
C001779;M000019;16/07/2024;8301,85
C000193;M000060;05/10/2024;5642,05
C001370;M000070;12/11/2024;4838,22
C000521;M000372;10/05/2023;5130,97
C000370;M000029;05/08/2023;3388,62
C000008;M000105;08/08/2024;9034,95
C000689;M000030;16/12/2023;1940,85
C001593;M000306;06/09/2024;1922,31
C000667;M000253;14/11/2024;4999,94
C001093;M000106;01/05/2023;1303,58
C001711;M000099;02/03/2024;3015,93
C001226;M000411;01/01/2023;1044,63
C000111;M000377;04/12/2023;4199,63
C001643;M000143;23/11/2023;5390,19
C000022;M000047;12/09/2023;4840,8
C001226;M000344;09/10/2024;7744,24
C001957;M000028;29/05/2024;8648,48
C000626;M000108;08/10/2024;9177,63
C001569;M000237;30/08/2024;2098,87
C001643;M000055;01/01/2024;182,92
C000934;M000424;03/07/2024;1466,19
C001428;M000131;13/08/2023;8542,65
C000061;M000113;25/08/2023;3281,89
C000054;M000374;17/09/2024;6115,99
C000510;M000152;12/11/2023;4462,96
C000931;M000312;12/07/2024;4083,63
C000655;M000288;25/10/2024;4135,48
C001805;M000186;15/01/2023;9938,05
C000994;M000061;05/01/2024;2054,49
C000686;M000403;11/11/2023;1380,14
C001048;M000345;26/02/2024;3039,93
C001568;M000099;09/01/2024;9973,12
C000609;M000377;16/04/2024;2336,67
C000080;M000442;24/10/2023;4576,17
C000411;M000228;26/01/2023;2136,34
C000612;M000467;04/03/2024;7385,77
C001893;M000479;21/12/2024;8718,54
C000591;M000036;24/10/2024;8839,23
C000893;M000396;27/03/2023;4202,87
C001074;M000244;06/01/2023;6385,49
C001984;M000033;08/05/2023;7953,11
C000074;M000313;10/07/2023;9946,07
C001964;M000206;13/11/2024;5834,74
C000420;M000478;31/07/2024;4197,22
C001278;M000269;05/09/2024;7333,16
C001737;M000103;13/02/2023;1464,28
C000193;M000425;17/08/2023;5993,64
C000490;M000244;12/04/2024;3446,64
C000487;M000258;01/03/2024;2160,49
C000577;M000143;05/10/2023;2622,47
C001023;M000438;15/03/2023;1180,01
C001186;M000062;13/09/2024;4567,12
C001308;M000325;07/10/2023;708,71
C001577;M000142;06/08/2023;4753,35
C000864;M000127;18/04/2023;9322,4
C001503;M000235;18/05/2024;6172,46
C000274;M000303;18/03/2024;5735,6
C000138;M000475;01/07/2024;5532,83
C000745;M000363;01/06/2024;2184,06
C001956;M000033;04/09/2024;6293,9
C000044;M000498;29/06/2024;6043,49
C000923;M000218;13/11/2023;4717,31
C000022;M000270;18/03/2024;1402,15
C001675;M000470;17/09/2024;1795,76
C000550;M000054;01/03/2024;4634,91
C001519;M000277;25/09/2024;789,76
C000735;M000102;25/08/2024;1310,67
C000899;M000315;04/01/2024;1800,06
C000789;M000272;01/05/2024;2374,93
C001281;M000092;16/04/2024;9392,29
C000302;M000396;20/09/2024;8837,3
C000452;M000015;03/07/2023;6477,91
C001402;M000115;12/09/2024;7485,85
C000826;M000277;10/10/2023;2441,3
C001679;M000126;30/06/2023;717,03
C000712;M000122;02/02/2023;2415,7
C000955;M000266;06/12/2023;9451,94
C001949;M000100;13/10/2024;5692,39
C000203;M000413;10/11/2024;9048,92
C001230;M000170;15/04/2023;4841,43
C001183;M000030;27/04/2024;3258,87
C000065;M000044;16/12/2023;7194,71
C001357;M000318;24/04/2023;529,16
C000581;M000412;19/06/2024;1290,61
C000740;M000443;21/11/2024;2668,51
C001766;M000373;19/08/2024;8052,94
C001812;M000138;17/03/2023;8362,49
C000998;M000100;09/05/2024;984,65
C000752;M000129;07/02/2023;9528,82
C001516;M000492;23/09/2023;9016,23
C000857;M000101;15/08/2024;4858,29
C001243;M000138;17/10/2024;6364,38
C000829;M000098;06/08/2023;9362,89
C001217;M000415;27/09/2023;6258,16
C000133;M000461;18/09/2023;7957,34
C001737;M000078;30/01/2023;8517,15
C000017;M000311;31/10/2024;6290,33
C001873;M000450;29/03/2023;7140,82
C001881;M000031;18/02/2023;2171,29
C001620;M000191;04/12/2023;5882,59
C001243;M000346;22/11/2023;672,65
C000048;M000329;17/06/2024;4596,86
C000522;M000098;25/10/2023;6159,75
C000155;M000231;16/02/2023;552,82
C000195;M000351;15/05/2023;4287,8
C000979;M000214;12/04/2023;4415,38
C000079;M000046;20/08/2024;640,78
C001225;M000384;15/04/2024;6544,73
C001922;M000119;15/06/2023;7912,44
C000308;M000091;15/08/2024;1694,56
